_id_|RATE PER MILE|RATE POSTED|MARKET RATE|SHIPPER NAME|SHIPPER CONTACT NUMBER|EQUIPMENT TYPE|PICKUP DATE|ORIGIN CITY|DIST FROM ORIGIN|DEST CITY|DISTANCE FROM DESTINATION|WEIGHT|MILES
290||||BNSF LOG|844-797-8188|VR|2020-07-30|MISSOURI CITY||HOUSTON|||17
291||||YELLOW D|714-617-1752|V|2020-07-30|PASADENA||TAFT||43576|207
292||||LIPSEY L|423-475-6468|V|2020-07-30|PASADENA||CLEBURNE||44484|270
293||||LIPSEY L|423-475-6468|V|2020-07-30|PASADENA||CLEBURNE||44484|270
294||||LIPSEY L|423-475-6468|V|2020-07-30|PASADENA||CLEBURNE||44484|270
295||||EPES LOG|800-659-1117|V|2020-07-30|PASADENA||HOUSTON||41200|15
296||||SCOTLYNN|239-210-3000|VR|2020-07-30|PASADENA||HUMBLE|||29
297|$8.33|$250||NT LOGIS|469-362-5050|VR|2020-07-30|PASADENA||TYLER|||214
298||||NT LOGIS|469-362-5050|VR|2020-07-30|PASADENA||ROANOKE|||284
299||||GLOBAL M|956-415-1219|V|2020-07-30|POTEET||SAN ANTONIO||30000|30
300||||MODE TRA|866-712-4410|V|2020-07-30|ROSENBERG||GRAND PRAIRIE||15267|282
301||||TTS LLC|972-924-9919|VR|2020-07-30|SAN ANTONIO||GALVESTON||15000|247
302||||TTS LLC|972-924-9919|V|2020-07-30|SAN ANTONIO||HOUSTON||44000|196
303||||BECKER L|630-529-0700|V|2020-07-30|SAN ANTONIO||CONROE||45000|228
304||||TANDEM L|512-388-9433|V|2020-07-30|SAN ANTONIO||FORNEY||45000|294
305||||TANDEM L|512-388-9433|V|2020-07-30|SAN ANTONIO||FORNEY||45000|294
306||||TANDEM L|512-388-9433|V|2020-07-30|SAN ANTONIO||FORNEY||45000|294
307||||C H ROBI|833-428-5247|V|2020-07-30|SAN ANTONIO||FORT WORTH||43512|265
308||||MOUNTAIN|817-552-1910|VR|2020-07-30|SAN ANTONIO||TOMBALL||1400|212
309||||C H ROBI|833-428-5247|V|2020-07-30|SAN ANTONIO||FORNEY||45000|294
310||||C H ROBI|833-428-5247|V|2020-07-30|SAN ANTONIO||FORNEY||45000|294
311||||C H ROBI|833-428-5247|V|2020-07-30|SAN ANTONIO||FORNEY||45000|294
312||||AMINO TR|972-330-2804|V|2020-07-30|SAN ANTONIO||DALLAS||37700|274
313||||AMINO TR|972-330-2804|V|2020-07-30|SAN ANTONIO||AUSTIN||25052|79
314|$2.04|$425||C H ROBI|833-428-5247|V|2020-07-30|SAN ANTONIO||ORANGE||43500|305
315|$1.46|$350||C H ROBI|833-428-5247|V|2020-07-30|SAN ANTONIO||ORANGE||43500|305
316||||C H ROBI|833-428-5247|V|2020-07-30|SAN ANTONIO||ORANGE||43500|305
317||||C H ROBI|833-428-5247|V|2020-07-30|SAN ANTONIO||ORANGE||43500|305
318||||C H ROBI|833-428-5247|V|2020-07-30|SAN ANTONIO||ORANGE||43500|305
319|$1.95|$450||C H ROBI|833-428-5247|V|2020-07-30|SAN ANTONIO||ORANGE||43500|305
320||||C H ROBI|833-428-5247|VR|2020-07-30|SAN ANTONIO||LA PORTE||45200|222
321||||SMARTWAY|816-398-7818|V|2020-07-30|SEABROOK||FRISCO||12400|299
322||||TRAFFIC|205-833-5855|V|2020-07-30|SEALY||CARROLLTON||44500|255
323|$2.17|$425||INTERNAT|630-408-2296|V|2020-07-30|SEGUIN||DALLAS||43000|247
324||||BNSF LOG|844-797-8188|VR|2020-07-30|SEGUIN||FORT WORTH|||238
325||||ELITE TR|878-999-2874|V|2020-07-30|TEMPLE||HOUSTON||45240|167
326||||GREATWID|469-209-1012|V|2020-07-30|TEMPLE||PLANO||30000|147
327||||PLS LOGI|724-814-5860|V|2020-07-30|BUFFALO||CUERO|||208
328||||PLS LOGI|724-814-5873|V|2020-07-30|BUFFALO||CUERO|||208
329||||C H ROBI|833-428-5247|V|2020-07-30|CARROLLTON||ORANGE||43500|320
330||||DSV ROAD|618-310-0092|V|2020-07-30|COOPER||MEXIA||45000|163
331|$2.75|$605||NT LOGIS|469-362-5050|V|2020-07-30|DALLAS||PASADENA|||253
332|$2.93|$645||TOTAL QU|800-580-3101|VR|2020-07-30|DALLAS||HOUSTON||42000|240
333|$1.95|$500||C H ROBI|833-428-5247|V|2020-07-30|DALLAS||LUFKIN||44177|169
334||||ONLINE L|800-476-7977|VF|2020-07-30|DENTON||AUSTIN||46000|226
335||||ONLINE L|800-476-7977|VF|2020-07-30|DENTON||ELGIN||46000|234
336||||TRINITY|806-722-0500|VF|2020-07-30|DENTON||ELGIN||45000|234
337||||TOTAL QU|800-580-3101|VR|2020-07-30|FORT WORTH||DAYTON||42000|291
338|$5.09|$850||PLS LOGI|469-513-4854|V|2020-07-30|FORT WORTH||HOUSTON|||261
339|$11.36|$250||AMINO TR|817-440-2445|VR|2020-07-30|FRANKSTON||WACO||42000|118
340|$2.54|$500||ALLEN LU|800-254-5863|V|2020-07-30|FT WORTH||ROSENBERG||38354|292
341||||TTS LLC|972-924-9919|V|2020-07-30|GRAPEVINE||AUSTIN||40000|211
342||||NT LOGIS|469-362-5050|VR|2020-07-30|HAWKINS||AUSTIN|||285
343|$2.31|$600||EDGE LOG|312-319-4766|VR|2020-07-30|HOUSTON||HOUSTON||45007|0
344||||TOTAL QU|800-580-3101|VR|2020-07-30|HOUSTON||HOUSTON||42000|0
345|$3.21|$700||NT LOGIS|469-362-5050|VR|2020-07-30|HOUSTON||HUNTSVILLE|||70
346||||TRAILER|888-660-0365|V|2020-07-30|HOUSTON||TEMPLE|||168
347|$4.82|$950||PURPOSE|972-746-4585|VB|2020-07-30|HOUSTON||SAN ANTONIO||25000|197
348||||WATCO SU|479-717-6600|V|2020-07-30|HOUSTON||DAYTON||45000|37
349|$4.43|$350||7C LOGIS|469-242-1777|VR|2020-07-30|HUNTSVILLE||SAN ANTONIO|||260
350||||J H ROSE|956-217-5263|V|2020-07-30|IRVING||KILLEEN||35000|161
351||||TRINITY|806-288-7697|V|2020-07-30|JEFFERSON||SCHULENBURG||45000|311
352||||J B HUNT|800-723-0888|V|2020-07-30|JEFFERSON||HOUSTON||33000|232
353||||DIRECT D|414-329-6406|V|2020-07-30|JEFFERSON||MADISONVILLE||39000|178
354||||DIRECT D|414-329-6406|V|2020-07-30|JEFFERSON||BRYAN||39000|232
355|$8.33|$250||TRINITY|806-722-0500|VF|2020-07-30|MILLSAP||BEAUMONT||45000|347
356|$2.81|$500||PROPAK L|615-647-6833|V|2020-07-30|MOUNT PLEASANT||JERSEY VILLAGE||43000|264
357|$2.37|$550||PROPAK L|615-647-6833|V|2020-07-30|MOUNT PLEASANT||JERSEY VILLAGE||43000|264
358||||REED TRA|813-369-6500|V|2020-07-30|PARIS||ROSENBERG||23228|369
359||||NT LOGIS|469-362-5050|VR|2020-07-30|PASADENA||TYLER|||214
360|$1.96|$500||TTS LLC|972-924-9919|VR|2020-07-30|SAN ANTONIO||GALVESTON||15000|247
361|$2.04|$425||C H ROBI|833-428-5247|V|2020-07-30|SAN ANTONIO||ORANGE||43500|305
362|$1.89|$500||C H ROBI|833-428-5247|V|2020-07-30|SAN ANTONIO||ORANGE||43500|305
363|$3.06|$300||C H ROBI|833-428-5247|V|2020-07-30|SAN ANTONIO||ORANGE||43500|305
364||||LIBERTY|513-964-0075|V|2020-07-30|SHREVEPORT||TYLER||40000|98
365||||EPES LOG|855-600-8664|V|2020-07-30|TYLER||SAN ANTONIO||18590|314
366||||EPES LOG|855-600-8664|V|2020-07-30|TYLER||SAN ANTONIO||15725|314
367|$1.89|$500||AMINO TR|972-982-7330|V|2020-07-30|WACO||HOUSTON|||184
368|$5.09|$850||MOUNTAIN|817-552-1910|VR|2020-07-30|SAN ANTONIO||TOMBALL||1400|212
