_id_|RATE PER MILE|RATE POSTED|MARKET RATE|SHIPPER NAME|SHIPPER CONTACT NUMBER|EQUIPMENT TYPE|PICKUP DATE|ORIGIN CITY|DIST FROM ORIGIN|DEST CITY|DISTANCE FROM DESTINATION|WEIGHT|MILES
153|||$682|PEPSI LO|888-752-4669|V|Jul-22|GRAND PRAIRIE|21|HOUSTON|0||251
167|||$680|CRC BROK|504-712-3472|VR|Jul-22|HUTCHINS|64|HOUSTON|0||336
168|$2.86|$1,000.00||ARMSTRON|210-330-6689|V|Jul-22|LAREDO|142|HOUSTON|30|40000 |350
173|||$846|DSV ROAD|956-753-6328|V|Jul-22|LAREDO|129|HOUSTON|0||350
176|||$846|REDWOOD|312-698-8300|VR|Jul-22|LAREDO|137|HOUSTON|0||350
179|||$692|C H ROBI|833-428-5247|V|Jul-22|LEWISVILLE|30|HOUSTON|101|30874 |262
180|||$692|C H ROBI|833-428-5247|V|Jul-22|LEWISVILLE|30|HOUSTON|0|27031 |262
182|||$692|C H ROBI|833-428-5247|V|Jul-22|LEWISVILLE|30|HOUSTON|0|30874 |262
183|||$692|C H ROBI|833-428-5247|V|Jul-22|LEWISVILLE|30|HOUSTON|0|27031 |262
185|||$692|C H ROBI|833-428-5247|V|Jul-22|LEWISVILLE|22|HOUSTON|0|30874 |262
186|||$692|C H ROBI|833-428-5247|V|Jul-22|LEWISVILLE|22|HOUSTON|0|27031 |262
194|||$693|ACTION E|773-832-8600|VF|Jul-22|MILLSAP|40|HOUSTON|0|40000 |304
196|||$693|ACTION E|773-832-8600|VF|Jul-22|MILLSAP|40|HOUSTON|0|40000 |304
198|||$693|ACTION E|773-832-8600|VF|Jul-22|MILLSAP|74|HOUSTON|0|40000 |304
200|$3.30|$600||STREAM L|480-447-7230|V|Jul-22|NOLANVILLE|138|HOUSTON|21|44000 |182
201|$3.30|$600||STREAM L|480-447-7230|V|Jul-22|NOLANVILLE|138|HOUSTON|0|44000 |182
202|$3.30|$600||STREAM L|480-447-7230|V|Jul-22|NOLANVILLE|65|HOUSTON|0|44000 |182
203|$3.30|$600||STREAM L|480-447-7230|V|Jul-22|NOLANVILLE|107|HOUSTON|0|44000 |182
204|$3.30|$600||STREAM L|480-447-7230|V|Jul-22|NOLANVILLE|147|HOUSTON|0|44000 |182
208|||$780|CHARIOT|615-206-7080|V|Jul-22|SAN ANTONIO|137|HOUSTON|29|43467 |196
217|$1.89|$450||RED RIVE|817-697-4310|V|Jul-22|DALLAS|33|HUMBLE|30|20000 |238
219|$1.89|$450||RED RIVE|817-697-4310|V|Jul-22|DALLAS|33|HUMBLE|21|20000 |238
221|$1.89|$450||RED RIVE|817-697-4310|V|Jul-22|DALLAS|0|HUMBLE|21|20000 |238
248|||$846|SCHNEIDE|800-558-3957|V|Jul-22|LAREDO|139|PASADENA|0|43632 |333
260|||$833|PEPSI LO|888-752-4669|V|Jul-22|LAREDO|137|SCHULENBURG|0||256
261|||$833|PEPSI LO|888-752-4669|V|Jul-22|LAREDO|137|SCHULENBURG|93||256
262|||$833|PEPSI LO|888-752-4669|V|Jul-22|LAREDO|137|SCHULENBURG|93||256
271|$2.17|$525||CHOPTANK|800-568-2240|VR|Jul-22|FORT WORTH|0|SEALY|47|9175 |242
272|$2.17|$525||CHOPTANK|800-568-2240|VR|Jul-22|FORT WORTH|0|SEALY|47|9175 |242
273|$2.17|$525||CHOPTANK|800-568-2240|VR|Jul-22|FORT WORTH|33|SEALY|47|9175 |242
279|||$784|TRI-BROS|607-296-4528|V|Jul-22|SAN ANTONIO|142|SUGAR LAND|0|8750 |189
281|||$784|TRI-BROS|607-296-4528|V|Jul-22|SAN ANTONIO|77|SUGAR LAND|17|8750 |189
282|||$784|TRI-BROS|607-296-4528|V|Jul-22|SAN ANTONIO|150|SUGAR LAND|17|8750 |189
4|||$836|LANDSTAR|956-324-9807|V|Jul-23|LAREDO|137|BAYTOWN|0|40285 |374
123|||$958|SCHNEIDE|800-558-3957|V|Jul-23|DONNA|138|HOUSTON|0|40000 |361
177|$2.86|$1,000.00||GLOBALTR|888-954-7231|VR|Jul-23|LAREDO|137|HOUSTON|0|44000 |350
207|||$780|TRI-BROS|607-296-4528|V|Jul-23|SAN ANTONIO|137|HOUSTON|0|7700 |196
209|||$780|TRI-BROS|607-296-4528|V|Jul-23|SAN ANTONIO|142|HOUSTON|17|7700 |196
210|||$780|TRI-BROS|607-296-4528|V|Jul-23|SAN ANTONIO|137|HOUSTON|0|10000 |196
251|||$844|CHOPTANK|800-568-2240|V|Jul-23|LAREDO|137|ROSENBERG|0|43000 |283
280|||$784|TRI-BROS|607-296-4528|V|Jul-23|SAN ANTONIO|142|SUGAR LAND|17|8750 |189
