_id_|RPM|RATE|Market rate|COMPANY|PHONE|TRLR|PICKUP|ORIGIN CITY|DIST|DESTINATION CITY|DIST|WEIGHT|MILES
271||||COYOTE L|773-799-2118|V|Jul-24|WEST ORANGE|0|HOUSTON|0|44424 |108
272|$1.26|$450||PLS LOGI|314-768-9360|V|Jul-24|WICHITA FALLS|0|SHREVEPORT|237||326
273||||ARPCO TR|817-756-1851|VR|Jul-24|WILMER|0|HOUSTON|0||222
274||||US XPRES|312-660-2222|V|Jul-24|WILMER|0|DAYTON|40|44230 |253
275||||US XPRES|312-660-2222|V|Jul-24|WILMER|0|DAYTON|40|44230 |253
276||||ARNOLD T|469-329-5661|VR|Jul-24|ABILENE|0|DALLAS|241||182
277||||PLS LOGI|469-513-4852|FV|Jul-24|AMARILLO|267|FORT WORTH|260||340
278||||TOTAL QU|800-580-3101|V|Jul-24|ARLINGTON|163|DALLAS|238|35000 |21
279||||AUTHENTI|708-578-1001 EX|V|Jul-24|AUSTIN|214|DALLAS|241|43000 |196
280||||XPO LOGI|800-397-7305|V|Jul-24|AUSTIN|214|FORNEY|239|44000 |216
281||||FETCH LO|866-383-0030|V|Jul-24|BRENHAM|293|KATY|22|45000 |53
282||||PLS LOGI|314-768-9360|V|Jul-24|BRENHAM|293|SHREVEPORT|237||279
283||||TANDEM L|512-388-9433|VR|Jul-24|BRYAN|259|NEW BRAUNFELS|176|43000 |150
284||||COYOTE L|773-799-2118|VR|Jul-24|BRYAN|259|COPPELL|259|42134 |196
285||||C H ROBI|833-428-5247|V|Jul-24|CARROLLTON|185|CAMPTI|257|43500 |263
286||||C H ROBI|833-428-5247|V|Jul-24|CARROLLTON|180|CAMPTI|257|43500 |263
287||||C H ROBI|833-428-5247|V|Jul-24|CARROLLTON|180|CAMPTI|257|43500 |263
288||||TANDEM L|512-388-9433|V|Jul-24|COPPELL|169|DALLAS|241|40000 |23
289||||ONLINE L|800-476-7977|VF|Jul-24|CORSICANA|211|AUSTIN|158|46000 |177
290||||MANDUJAN|432-940-9968|VV|DAILY|COYANOSA|230|SAN ANTONIO|195||342
291||||MANDUJAN|432-940-9968|VR|DAILY|COYANOSA|230|SAN ANTONIO|195||342
292||||LANDSTAR|713-357-5262|V|Jul-24|DALLAS|183|HOUSTON|0|40000 |240
293||||REDWOOD|312-698-8300|V|Jul-24|DALLAS|183|DAISETTA|56||265
294||||BNSF LOG|844-797-8188|VR|Jul-24|DALLAS|183|ALEXANDRIA|251||308
295||||TRAILER|877-789-5636|V|Jul-24|DALLAS|183|AUSTIN|158||197
296|$1.89|$450||RED RIVE|817-697-4310|V|Jul-24|DALLAS|183|HUMBLE|21|22000 |238
297|$2.65|$500||RED RIVE|817-697-4310|V|Jul-24|DALLAS|183|SHREVEPORT|232|20000 |189
298||||ONLINE L|800-476-7977|VF|Jul-24|DENTON|182|LAFAYETTE|218|46000 |428
299||||TRINITY|806-722-0500|V|Jul-24|FAIRFIELD|240|LLANO|231|10000 |203
300|$2.34|$475||RFX INC|219-956-0540|V|Jul-24|FAIRFIELD|240|LLANO|231|10000 |203
301||||TRINITY|817-776-8340|V|Jul-24|FARMERS BRANCH|179|HOUSTON|0|35000 |252
302||||HUB HIGH|412-787-6210|V|Jul-24|FLOWER MOUND|177|HOUSTON|0|1000 |268
303||||HUB HIGH|412-787-6210|V|Jul-24|FLOWER MOUND|177|HOUSTON|0|1000 |268
304||||BNSF LOG|888-285-4514|V|Jul-24|FLOWER MOUND|177|DESOTO|230|41402 |45
305||||BNSF LOG|888-285-4514|V|Jul-24|FLOWER MOUND|177|DESOTO|230|41418 |45
306|$4.92|$246||USA TRUC|972-677-6171|V|Jul-24|FORNEY|201|WAXAHACHIE|217|44000 |50
307|$4.92|$246||USA TRUC|972-677-6171|V|Jul-24|FORNEY|201|WAXAHACHIE|217|44000 |50
308|$4.92|$246||USA TRUC|972-677-6171|V|Jul-24|FORNEY|201|WAXAHACHIE|217|44000 |50
309||||COYOTE L|773-799-2118|VR|Jul-24|FORT WORTH|149|BATON ROUGE|277|43500 |451
310|$5.81|$500||COYOTE L|773-799-2118|VR|Jul-24|FORT WORTH|149|WACO|181|45000 |86
311||||COYOTE L|773-799-2118|VR|Jul-24|FORT WORTH|149|BEAUMONT|86|43500 |304
312||||XPO LOGI|855-744-7976|V|Jul-24|FORT WORTH|149|VICTORIA|121|45000 |285
313||||LANDSTAR|346-800-1808|V|Jul-24|FORT WORTH|149|BAYTOWN|29|39769 |284
314||||ROAR LOG|716-775-6209|VR|Jul-24|FORT WORTH|149|BATON ROUGE|277|42756 |451
315||||ONLINE L|800-476-7977|VF|Jul-24|FT WORTH|153|LAFAYETTE|218|46000 |426
316||||AMERICAN|817-249-2990|V|Jul-24|FT WORTH|149|MANVEL|22|16000 |285
317||||REDWOOD|312-698-8300|V|Jul-24|FT WORTH|149|HOUSTON|0||261
318||||COYOTE L|773-799-2118|VR|Jul-24|GRAND PRAIRIE|169|LAFAYETTE|218|43175 |404
319||||XPO LOGI|800-235-4192|V|Jul-24|GRAND PRAIRIE|169|TYLER|197|4545 |110
320||||XPO LOGI|800-235-4192|V|Jul-24|GRAND PRAIRIE|169|TYLER|197|4545 |110
321||||COYOTE L|773-799-2118|V|Jul-24|GRAND PRAIRIE|169|MISSOURI CITY|20|15065 |268
322||||LANDSTAR|919-296-3596|V|Jul-24|GRAND PRAIRIE|169|TEMPLE|164|37000 |138
323||||PLS LOGI|980-242-4450|V|Jul-24|GRAND PRAIRIE|169|MINERAL WELLS|297||68
324||||CARDINAL|716-832-6700|V|Jul-24|GRAND PRAIRIE|169|TERRELL|242||45
325||||ARNOLD T|469-329-5700|VR|Jul-24|GRAND PRAIRIE|169|NEW BRAUNFELS|176||253
326||||SCHNEIDE|800-558-3957|V|Jul-24|GRAND PRAIRIE|169|BOSSIER CITY|237|21500 |200
327||||C H ROBI|833-428-5247|V|Jul-24|HUTCHINS|195|LAFAYETTE|218|45000 |388
328|$2.56|$600||REDWOOD|312-698-8300|V|Jul-24|LANCASTER|182|HOUSTON|0||234
329|$2.08|$550||REDWOOD|312-870-5030|VR|Jul-24|LANCASTER|182|DAYTON|40|44415 |264
330||||XPO LOGI|855-744-7976|V|Jul-24|LEWISVILLE|180|MESQUITE|238||36
331||||SHEERTRA|866-200-5884|V|Jul-24|MARBLE FALLS|185|HOUSTON|0|43469 |212
332|$2.42|$400||COYOTE L|773-799-2118|V|Jul-24|MC QUEENEY|267|HOUSTON|0|8837 |165
333||||COYOTE L|773-799-2118|V|Jul-24|MC QUEENEY|267|SAN ANTONIO|195|9408 |34
334||||LANDSTAR|972-362-1117|V|Jul-24|MCKINNEY|206|NEW IBERIA|238|44000 |438
335||||BROWN TR|903-482-9456|V|Jul-24|MCKINNEY|206|GARLAND|248||26
336||||BECKER L|630-529-0700|V|Jul-24|MESQUITE|191|FORT WORTH|260|45000 |46
337||||BECKER L|630-529-0700|V|Jul-24|MESQUITE|191|HOUSTON|0|45000 |241
338||||BECKER L|630-529-0700|V|Jul-24|MESQUITE|191|HOUSTON|0|45000 |241
339||||BECKER L|630-529-0700|V|Jul-24|MESQUITE|191|HOUSTON|0|45000 |241
340||||BECKER L|630-529-0700|V|Jul-24|MESQUITE|191|CONROE|39|45000 |203
341||||ONLINE L|800-476-7977|VF|Jul-24|MILLSAP|111|AUSTIN|158|46000 |194
342||||TRINITY|806-722-0500|VF|Jul-24|MILLSAP|116|LONGVIEW|208|45000 |205
343||||TRI-STAT|843-407-7919|FSDV|Jul-24|MILLSAP|116|MCQUEENEY|163||247
344||||C H ROBI|833-428-5247|V|Jul-24|MUENSTER|183|NEW ROADS|268|44000 |468
345||||XPO LOGI|800-397-7305|V|Jul-24|NEW BRAUNFELS|245|FORNEY|239|44000 |264
346|$2.08|$500||COYOTE L|773-799-2118|V|Jul-24|OVERTON|297|AUSTIN|158|43450 |240
347||||C H ROBI|833-428-5247|V|Jul-24|ROYSE CITY|211|FOREST HILL|215|28000 |316
348||||XPO LOGI|214-937-0032|V|Jul-24|SAN ANTONIO|253|HOUSTON|0|44000 |196
349||||LANDSTAR|551-230-3777|V|Jul-24|SAN ANTONIO|253|HOUSTON|0|42000 |196
350|$2.81|$550||J H ROSE|956-217-5263|V|Jul-24|SAN ANTONIO|253|HOUSTON|0||196
351||||SUREWAY|501-438-4300|V|Jul-24|SAN ANTONIO|253|SHREVEPORT|232|42000 |395
352|$2.12|$600||LOGISTIC|972-345-8527|VR|Jul-24|SAN ANTONIO|253|BEAUMONT|86|38000 |283
353||||C H ROBI|833-428-5247|VR|Jul-24|SAN ANTONIO|253|TEMPLE|164|42199 |146
354|$2.17|$425||LOGISTIC|716-308-6118|V|Jul-24|SAN ANTONIO|253|HOUSTON|0|43000 |196
355|$2.14|$600||BLACKHAW|608-364-9711|V|Jul-24|SAN ANTONIO|253|IRVING|253|30000 |281
356||||C H ROBI|833-428-5247|VR|Jul-24|SAN ANTONIO|253|SAN ANTONIO|195|42003 |0
357||||EDGE LOG|312-319-4766|VR|Jul-24|SAN ANTONIO|253|SAN ANTONIO|195|45240 |0
358||||XPO LOGI|800-397-7305|V|Jul-24|SAN ANTONIO|253|FORNEY|239|44000 |294
359||||CHARIOT|615-206-7080|V|Jul-24|SAN ANTONIO|253|CORPUS CHRISTI|205|43290 |145
360|$2.55|$500||LOGISTIC|716-308-6118|V|Jul-24|SAN ANTONIO|253|HOUSTON|0|43000 |196
361||||C H ROBI|833-428-5247|V|Jul-24|SAN ANTONIO|253|FORNEY|239|45000 |294
362||||C H ROBI|833-428-5247|V|Jul-24|SAN ANTONIO|253|FORNEY|239|45000 |294
363||||RYAN TRA|888-492-3628|VR|Jul-24|SAN ANTONIO|253|TEXARKANA|288|42293 |450
364||||C H ROBI|833-428-5247|V|Jul-24|SAN ANTONIO|253|CAMPTI|257|43500 |424
365||||C H ROBI|833-428-5247|V|Jul-24|SAN ANTONIO|253|CAMPTI|257|43500 |424
366||||C H ROBI|833-428-5247|V|Jul-24|SAN ANTONIO|253|CAMPTI|257|43500 |424
367||||C H ROBI|833-428-5247|V|Jul-24|SAN ANTONIO|253|CAMPTI|257|43500 |424
368||||C H ROBI|833-428-5247|V|Jul-24|SAN ANTONIO|253|CAMPTI|257|43500 |424
369||||C H ROBI|833-428-5247|V|Jul-24|SAN ANTONIO|253|CAMPTI|257|43500 |424
370||||PLS LOGI|469-513-4854|V|Jul-24|SAN SABA|125|EUNICE|200||456
371||||C H ROBI|833-428-5247|V|Jul-24|SCHERTZ|262|TEMPLE|164|19513 |130
372|$2.59|$750||SIMS TRA|706-652-0009|V|Jul-24|SEAGRAVES|186|DUBLIN|262||290
373||||TOTAL QU|800-580-3101|VR|Jul-24|SEAGRAVES|186|DUBLIN|262|44000 |290
374|$1.81|$500||COYOTE L|773-799-2118|V|Jul-24|SEGUIN|267|DENTON|278|42518 |276
375||||PLS LOGI|314-768-9360|V|Jul-24|SHEPPARD AFB|147|SHREVEPORT|237||332
376||||SCHNEIDE|800-558-3957|V|Jul-24|SHERMAN|231|ARLINGTON|251|32983 |85
377||||LANDSTAR|919-935-0995|V|Jul-24|TEMPLE|182|ALEXANDRIA|251|44000 |356
378||||REED TRA|813-369-6500|V|Jul-24|TEMPLE|182|NEW CANEY|32|45007 |187
379||||LANDSTAR|830-253-5771|V|Jul-24|TERRELL|208|ALEXANDRIA|251|20000 |275
380||||LANDSTAR|718-701-9018|V|Jul-24|TERRELL|208|ALEXANDRIA|251|20000 |275
381||||LANDSTAR|718-701-9018|V|Jul-24|TERRELL|208|ALEXANDRIA|251|20000 |275
382||||LANDSTAR|718-701-9018|V|Jul-24|TERRELL|208|NATCHITOCHES|245|20000 |224
383||||SUNTECK|316-260-4430|V|Jul-24|TYLER|275|BATON ROUGE|277|43000 |326
384||||EPES LOG|855-600-8664|V|Jul-24|TYLER|275|HOUSTON|0|19142 |220
385||||TANDEM L|512-388-9433|V|Jul-24|VON ORMY|265|MISSOURI CITY|20|35000 |209
386||||FREIGHT|662-432-4300|V|Jul-24|WACO|183|GRAND PRAIRIE|247|35000 |105
387|$1.83|$800||COYOTE L|773-799-2118|V|Jul-24|WAXAHACHIE|187|BATON ROUGE|277|44265 |436
388||||PLS LOGI|314-768-9360|V|Jul-24|WICHITA FALLS|140|SHREVEPORT|237||326
389|$2.70|$600||ARPCO TR|817-756-1851|VR|Jul-24|WILMER|187|HOUSTON|0||222
390|$1.78|$451||US XPRES|312-660-2222|V|Jul-24|WILMER|187|DAYTON|40|44230 |253
391||||US XPRES|312-660-2222|V|Jul-24|WILMER|187|DAYTON|40|44230 |253
392||||LANDSTAR|713-357-5262|V|Jul-24|DALLAS|0|HOUSTON|0|40000 |240
393||||REDWOOD|312-698-8300|V|Jul-24|DALLAS|0|DAISETTA|56||265
394|$1.89|$450||RED RIVE|817-697-4310|V|Jul-24|DALLAS|0|HUMBLE|21|22000 |238
395||||TRINITY|817-776-8340|V|Jul-24|FARMERS BRANCH|10|HOUSTON|0|35000 |252
396||||HUB HIGH|412-787-6210|V|Jul-24|FLOWER MOUND|25|HOUSTON|0|1000 |268
397||||HUB HIGH|412-787-6210|V|Jul-24|FLOWER MOUND|25|HOUSTON|0|1000 |268
398||||COYOTE L|773-799-2118|VR|Jul-24|FORT WORTH|33|BEAUMONT|86|43500 |304
399||||XPO LOGI|855-744-7976|V|Jul-24|FORT WORTH|33|VICTORIA|121|45000 |285
400||||LANDSTAR|346-800-1808|V|Jul-24|FORT WORTH|33|BAYTOWN|29|39769 |284
401||||AMERICAN|817-249-2990|V|Jul-24|FT WORTH|33|MANVEL|22|16000 |285
402||||REDWOOD|312-698-8300|V|Jul-24|FT WORTH|33|HOUSTON|0||261
403||||COYOTE L|773-799-2118|V|Jul-24|GRAND PRAIRIE|15|MISSOURI CITY|20|15065 |268
404|$2.56|$600||REDWOOD|312-698-8300|V|Jul-24|LANCASTER|16|HOUSTON|0||234
405|$2.08|$550||REDWOOD|312-870-5030|VR|Jul-24|LANCASTER|16|DAYTON|40|44415 |264
406||||BECKER L|630-529-0700|V|Jul-24|MESQUITE|13|HOUSTON|0|45000 |241
407||||BECKER L|630-529-0700|V|Jul-24|MESQUITE|13|HOUSTON|0|45000 |241
408||||BECKER L|630-529-0700|V|Jul-24|MESQUITE|13|HOUSTON|0|45000 |241
409||||BECKER L|630-529-0700|V|Jul-24|MESQUITE|13|CONROE|39|45000 |203
410|$2.70|$600||ARPCO TR|817-756-1851|VR|Jul-24|WILMER|18|HOUSTON|0||222
411|$1.78|$451||US XPRES|312-660-2222|V|Jul-24|WILMER|18|DAYTON|40|44230 |253
412||||US XPRES|312-660-2222|V|Jul-24|WILMER|18|DAYTON|40|44230 |253
413||||PLS LOGI|469-513-4852|FV|Jul-24|AMARILLO|2|FORT WORTH|260||340
414||||TOTAL QU|800-580-3101|V|Jul-24|ARLINGTON|178|DALLAS|238|35000 |21
415|$2.30|$450||CIRCLE L|260-918-9518|V|Jul-24|AUSTIN|0|DALLAS|246|40000.0 |196
416||||AUTHENTI|708-578-1001 EX|V|Jul-24|AUSTIN|0|DALLAS|241|43000 |196
417||||LANDSTAR|972-885-2682|V|Jul-24|BAYTOWN|186|LONGVIEW|208|43000 |226
418||||LANDSTAR|985-705-7210|V|Jul-24|BAYTOWN|186|SHREVEPORT|232|40500 |258
419|$1.55|$400||MANNING'|800-228-2761|V|Jul-24|BAYTOWN|186|SHREVEPORT|232|44500 |258
420||||FETCH LO|866-383-0030|V|Jul-24|BRENHAM|89|KATY|22|45000 |53
421||||PLS LOGI|314-768-9360|V|Jul-24|BRENHAM|89|SHREVEPORT|237||279
422||||TANDEM L|512-388-9433|VR|Jul-24|BRYAN|109|NEW BRAUNFELS|176|43000 |150
423||||COYOTE L|773-799-2118|VR|Jul-24|BRYAN|109|COPPELL|259|42134 |196
424||||RYAN TRA|888-492-8107|VR|Jul-24|CORPUS CHRISTI|190|FORT WORTH|260|44000 |406
425||||ONLINE L|800-476-7977|VF|Jul-24|CORSICANA|166|AUSTIN|158|46000 |177
426||||LANDSTAR|713-357-5262|V|Jul-24|DALLAS|197|HOUSTON|0|40000 |240
427||||REDWOOD|312-698-8300|V|Jul-24|DALLAS|197|DAISETTA|56||265
428||||BNSF LOG|844-797-8188|VR|Jul-24|DALLAS|197|ALEXANDRIA|251||308
429||||TRAILER|877-789-5636|V|Jul-24|DALLAS|197|AUSTIN|158||197
430|$1.89|$450||RED RIVE|817-697-4310|V|Jul-24|DALLAS|197|HUMBLE|21|22000 |238
431|$2.65|$500||RED RIVE|817-697-4310|V|Jul-24|DALLAS|197|SHREVEPORT|232|20000 |189
432||||TRINITY|806-722-0500|V|Jul-24|FAIRFIELD|160|LLANO|231|10000 |203
433|$2.34|$475||RFX INC|219-956-0540|V|Jul-24|FAIRFIELD|160|LLANO|231|10000 |203
434||||COYOTE L|773-799-2118|VR|Jul-24|FORT WORTH|188|BATON ROUGE|277|43500 |451
435|$5.81|$500||COYOTE L|773-799-2118|VR|Jul-24|FORT WORTH|188|WACO|181|45000 |86
436||||COYOTE L|773-799-2118|VR|Jul-24|FORT WORTH|188|BEAUMONT|86|43500 |304
437||||XPO LOGI|855-744-7976|V|Jul-24|FORT WORTH|188|VICTORIA|121|45000 |285
438||||LANDSTAR|346-800-1808|V|Jul-24|FORT WORTH|188|BAYTOWN|29|39769 |284
439||||ROAR LOG|716-775-6209|VR|Jul-24|FORT WORTH|188|BATON ROUGE|277|42756 |451
440||||ONLINE L|800-476-7977|VF|Jul-24|FT WORTH|195|LAFAYETTE|218|46000 |426
441||||AMERICAN|817-249-2990|V|Jul-24|FT WORTH|188|MANVEL|22|16000 |285
442||||REDWOOD|312-698-8300|V|Jul-24|FT WORTH|188|HOUSTON|0||261
443||||COYOTE L|773-799-2118|VR|Jul-24|GRAND PRAIRIE|193|LAFAYETTE|218|43175 |404
444||||XPO LOGI|800-235-4192|V|Jul-24|GRAND PRAIRIE|193|TYLER|197|4545 |110
445||||COYOTE L|773-799-2118|V|Jul-24|GRAND PRAIRIE|193|MISSOURI CITY|20|15065 |268
446||||LANDSTAR|919-296-3596|V|Jul-24|GRAND PRAIRIE|193|TEMPLE|164|37000 |138
447||||PLS LOGI|980-242-4450|V|Jul-24|GRAND PRAIRIE|193|MINERAL WELLS|297||68
448||||CARDINAL|716-832-6700|V|Jul-24|GRAND PRAIRIE|193|TERRELL|242||45
449||||ARNOLD T|469-329-5700|VR|Jul-24|GRAND PRAIRIE|193|NEW BRAUNFELS|176||253
450||||SCHNEIDE|800-558-3957|V|Jul-24|GRAND PRAIRIE|193|BOSSIER CITY|237|21500 |200
451||||EDGE LOG|312-319-4766|VR|Jul-24|HOUSTON|165|HOUSTON|0|45007.0 |0
452||||XPO LOGI|678-971-0856|V|Jul-24|HOUSTON|158|FORT WORTH|260|43848 |260
453||||LANDSTAR|479-435-7315|V|Jul-24|HOUSTON|158|BEN WHEELER|205|43500 |237
454||||LANDSTAR|479-435-7315|V|Jul-24|HOUSTON|158|TYLER|197|43500 |220
455||||TRINITY|800-315-1407|V|Jul-24|HOUSTON|158|SHREVEPORT|232|42832 |242
456||||TRINITY|208-934-9303|V|Jul-24|HOUSTON|158|BROUSSARD|225|8500 |225
457||||SUREWAY|501-438-4300|V|Jul-24|HOUSTON|158|SHREVEPORT|232|42000 |242
458|$3.10|$750||POLARIS|832-699-3297|V|Jul-24|HOUSTON|158|SHREVEPORT|232|43000 |242
459||||EDGE LOG|312-319-4766|VR|Jul-24|HOUSTON|158|HOUSTON|0|44793 |0
460||||DONNELLY|856-310-9936|V|Jul-24|HOUSTON|158|DENHAM SPRINGS|285||285
461||||KTI INC|612-256-2991|V|Jul-24|HOUSTON|158|DALLAS|241||240
462|$3.03|$500||FITZMARK|205-405-9948 X|VA|Jul-24|HOUSTON|158|SAN MARCOS|175|20000 |165
463||||AMERICAN|903-527-0420|VR|Jul-24|HOUSTON|158|HOUSTON|0||0
464||||C H ROBI|833-428-5247|V|Jul-24|HOUSTON|158|SHREVEPORT|232|43500 |242
465||||C H ROBI|833-428-5247|V|Jul-24|HOUSTON|158|SHREVEPORT|232|43500 |242
466|$3.60|$800||CHOPTANK|800-568-2240|V|Jul-24|HOUSTON|158|OPELOUSAS|220|6500 |222
467||||C H ROBI|833-428-5247|V|Jul-24|HOUSTON|158|FORNEY|239|45000 |254
468||||BARTON L|830-522-3161|V|Jul-24|HOUSTON|158|HOUSTON|0||0
469||||AMERICAN|903-527-0420|VR|Jul-24|HOUSTON|158|LONGVIEW|208||210
470||||ADDISON|800-345-4119|V|Jul-24|HOUSTON|158|SHREVEPORT|232||242
471||||AMINO TR|972-982-7330|V|Jul-24|HOUSTON|158|WACO|181||185
472||||TOTAL QU|800-580-3101|VR|Jul-24|HOUSTON|158|TEXARKANA|290|43000 |302
473|$3.03|$500||FITZMARK|317-475-0960|V|DAILY|HOUSTON|158|SAN MARCOS|175||165
474||||STRONGHO|888-963-9299|V|DAILY|HOUSTON|158|ROCKWALL|256|42000 |260
475|$2.89|$700||TALLGRAS|913-721-0079|V|DAILY|HOUSTON|158|SHREVEPORT|232|42000 |242
476||||C H ROBI|833-428-5247|V|Jul-24|HUTCHINS|194|LAFAYETTE|218|45000 |388
477||||COYOTE L|773-799-2118|VR|Jul-24|LA PORTE|183|BATON ROUGE|277|44000 |257
478||||C H ROBI|833-428-5247|VR|Jul-24|LA PORTE|183|ARLINGTON|251|16622 |280
479||||SHEERTRA|866-200-5884|V|Jul-24|MARBLE FALLS|49|HOUSTON|0|43469 |212
480|$2.42|$400||COYOTE L|773-799-2118|V|Jul-24|MC QUEENEY|54|HOUSTON|0|8837 |165
481||||COYOTE L|773-799-2118|V|Jul-24|MC QUEENEY|54|SAN ANTONIO|195|9408 |34
482||||BECKER L|630-529-0700|V|Jul-24|MESQUITE|199|FORT WORTH|260|45000 |46
483||||BECKER L|630-529-0700|V|Jul-24|MESQUITE|199|HOUSTON|0|45000 |241
484||||BECKER L|630-529-0700|V|Jul-24|MESQUITE|199|HOUSTON|0|45000 |241
485||||BECKER L|630-529-0700|V|Jul-24|MESQUITE|199|HOUSTON|0|45000 |241
486||||BECKER L|630-529-0700|V|Jul-24|MESQUITE|199|CONROE|39|45000 |203
487||||ONLINE L|800-476-7977|VF|Jul-24|MILLSAP|192|AUSTIN|158|46000 |194
488||||TRINITY|806-722-0500|VF|Jul-24|MILLSAP|197|LONGVIEW|208|45000 |205
489||||TRI-STAT|843-407-7919|FSDV|Jul-24|MILLSAP|197|MCQUEENEY|163||247
490|$29.41|$500||ELITE TR|878-999-2874|V|Jul-24|MISSOURI CITY|161|HOUSTON|0|43084 |17
491||||BNSF LOG|844-797-8188|VR|Jul-24|MISSOURI CITY|161|HOUSTON|0||17
492||||XPO LOGI|800-397-7305|V|Jul-24|NEW BRAUNFELS|50|FORNEY|239|44000 |264
493|$5.98|$341||RT & T L|815-261-1217|V|Jul-24|PASADENA|171|EAST BERNARD|46|22165 |57
494||||TOTAL QU|800-580-3101|V|Jul-24|PASADENA|171|SAN ANTONIO|197||211
495||||KTI INC|612-256-2991|V|Jul-24|PEARLAND|174|FORNEY|239||274
496||||LANDSTAR|409-227-4567|V|Jul-24|PORT LAVACA|153|SCOTTSVILLE|221|44761 |352
497||||XPO LOGI|214-937-0032|V|Jul-24|SAN ANTONIO|77|HOUSTON|0|44000 |196
498||||LANDSTAR|551-230-3777|V|Jul-24|SAN ANTONIO|77|HOUSTON|0|42000 |196
499|$2.81|$550||J H ROSE|956-217-5263|V|Jul-24|SAN ANTONIO|77|HOUSTON|0||196
500||||SUREWAY|501-438-4300|V|Jul-24|SAN ANTONIO|77|SHREVEPORT|232|42000 |395
501|$2.12|$600||LOGISTIC|972-345-8527|VR|Jul-24|SAN ANTONIO|77|BEAUMONT|86|38000 |283
502||||C H ROBI|833-428-5247|VR|Jul-24|SAN ANTONIO|77|TEMPLE|164|42199 |146
503|$2.17|$425||LOGISTIC|716-308-6118|V|Jul-24|SAN ANTONIO|77|HOUSTON|0|43000 |196
504|$2.14|$600||BLACKHAW|608-364-9711|V|Jul-24|SAN ANTONIO|77|IRVING|253|30000 |281
505||||C H ROBI|833-428-5247|VR|Jul-24|SAN ANTONIO|77|SAN ANTONIO|195|42003 |0
506||||EDGE LOG|312-319-4766|VR|Jul-24|SAN ANTONIO|77|SAN ANTONIO|195|45240 |0
507||||XPO LOGI|800-397-7305|V|Jul-24|SAN ANTONIO|77|FORNEY|239|44000 |294
508||||CHARIOT|615-206-7080|V|Jul-24|SAN ANTONIO|77|CORPUS CHRISTI|205|43290 |145
509|$2.55|$500||LOGISTIC|716-308-6118|V|Jul-24|SAN ANTONIO|77|HOUSTON|0|43000 |196
510||||C H ROBI|833-428-5247|V|Jul-24|SAN ANTONIO|77|FORNEY|239|45000 |294
511||||C H ROBI|833-428-5247|V|Jul-24|SAN ANTONIO|77|FORNEY|239|45000 |294
512||||RYAN TRA|888-492-3628|VR|Jul-24|SAN ANTONIO|77|TEXARKANA|288|42293 |450
513||||C H ROBI|833-428-5247|V|Jul-24|SAN ANTONIO|77|CAMPTI|257|43500 |424
514||||C H ROBI|833-428-5247|V|Jul-24|SAN ANTONIO|77|CAMPTI|257|43500 |424
515||||C H ROBI|833-428-5247|V|Jul-24|SAN ANTONIO|77|CAMPTI|257|43500 |424
516||||C H ROBI|833-428-5247|V|Jul-24|SAN ANTONIO|77|CAMPTI|257|43500 |424
517||||C H ROBI|833-428-5247|V|Jul-24|SAN ANTONIO|77|CAMPTI|257|43500 |424
518||||C H ROBI|833-428-5247|V|Jul-24|SAN ANTONIO|77|CAMPTI|257|43500 |424
519||||PLS LOGI|469-513-4854|V|Jul-24|SAN SABA|104|EUNICE|200||456
520||||C H ROBI|833-428-5247|V|Jul-24|SCHERTZ|64|TEMPLE|164|19513 |130
521||||LANDSTAR|616-712-6707|V|Jul-24|SEALY|111|WAXAHACHIE|217|44500 |219
522|$2.74|$600||LANDSTAR|616-712-6707|V|Jul-24|SEALY|111|WAXAHACHIE|217|41600 |219
523|$2.74|$600||LANDSTAR|616-712-6707|V|Jul-24|SEALY|111|WAXAHACHIE|217||219
524|$1.81|$500||COYOTE L|773-799-2118|V|Jul-24|SEGUIN|52|DENTON|278|42518 |276
525||||C H ROBI|833-428-5247|V|Jul-24|SUGAR LAND|152|CAMERON|138|44000 |213
526||||LANDSTAR|919-935-0995|V|Jul-24|TEMPLE|67|ALEXANDRIA|251|44000 |356
527||||REED TRA|813-369-6500|V|Jul-24|TEMPLE|67|NEW CANEY|32|45007 |187
528||||TANDEM L|512-388-9433|V|Jul-24|VON ORMY|91|MISSOURI CITY|20|35000 |209
529||||FREIGHT|662-432-4300|V|Jul-24|WACO|101|GRAND PRAIRIE|247|35000 |105
530||||PLS LOGI|314-768-9360|V|Jul-24|WALLER|120|SHREVEPORT|237||274
531|$2.74|$750||POLARIS|832-699-3297|V|Jul-24|WALLER|120|SHREVEPORT|232|43000 |274
532|$2.37|$650||POLARIS|832-699-3297|V|Jul-24|WALLER|120|SHREVEPORT|232|43000 |274
533|$1.83|$800||COYOTE L|773-799-2118|V|Jul-24|WAXAHACHIE|165|BATON ROUGE|277|44265 |436
534|$2.70|$600||ARPCO TR|817-756-1851|VR|Jul-24|WILMER|181|HOUSTON|0||222
535|$1.78|$451||US XPRES|312-660-2222|V|Jul-24|WILMER|181|DAYTON|40|44230 |253
536||||US XPRES|312-660-2222|V|Jul-24|WILMER|181|DAYTON|40|44230 |253
