COMPANY ;PHONE;TRLR;AGE;MODE;PICKUP;ORIGIN CITY;STATE;DIST;DESTINATION CITY;STATE;DISTANCE ;RATE;LENGTH;WEIGHT;D2P;EXP;FUEL;MILES
TOTAL QU;800-580-3101;V;9:00+;TL;Jun-30;DALLAS;TX;254;HOUSTON;TX;0;\N;48;11000;19;A;94;240
TOTAL QU;800-580-3101;V;9:00+;TL;Jun-30;DALLAS;TX;254;HOUSTON;TX;0;\N;53;14000;19;A;94;240
TOTAL QU;800-580-3101;V;9:00+;TL;Jun-30;DALLAS;TX;254;HOUSTON;TX;0;\N;53;43000;19;A;94;240
TOTAL QU;800-580-3101;V;9:00+;TL;Jun-30;DALLAS;TX;254;HOUSTON;TX;0;\N;53;43000;19;A;94;240
TOTAL QU;800-580-3101;V;9:00+;TL;Jun-30;DALLAS;TX;254;HOUSTON;TX;0;\N;48;44000;19;A;94;240
TOTAL QU;800-580-3101;V;9:00+;TL;Jun-30;DALLAS;TX;254;HOUSTON;TX;0;\N;48;44000;19;A;94;240
CHOPTANK;800-568-2240;V;9:00+;TL;Jun-30;LEWISVILLE;TX;265;ROSHARON;TX;21;750;53;43500;27;A;115;299
CHOPTANK;800-568-2240;V;9:00+;TL;Jun-30;LEWISVILLE;TX;265;ROSHARON;TX;21;900;53;43500;27;A;115;299
SUREWAY;312-319-4766;VR;9:00+;TL;Jun-30;HOUSTON;TX;188;HOUSTON;TX;0;\N;53;44686;30*;A;0;0
EDGE LOG;312-319-4766;VR;9:00+;TL;Jun-30;HOUSTON;TX;188;HOUSTON;TX;0;\N;53;44793;30*;A;0;0
EDGE LOG;312-319-4766;VR;9:00+;TL;Jun-30;HOUSTON;TX;188;HOUSTON;TX;0;\N;53;45007;30*;A;0;0
EDGE LOG;312-319-4766;VR;9:00+;TL;Jun-30;HOUSTON;TX;188;BAYTOWN;TX;29;\N;53;43761;30*;A;10;25
EDGE LOG;312-319-4766;VR;9:00+;TL;Jun-30;HOUSTON;TX;188;BAYTOWN;TX;29;\N;53;45007;30*;A;10;25
EDGE LOG;312-319-4766;VR;9:00+;TL;Jun-30;HOUSTON;TX;188;BAYTOWN;TX;29;600;53;45007;30*;A;10;25
EDGE LOG;312-319-4766;VR;9:00+;TL;Jun-30;HOUSTON;TX;188;CLUTE;TX;52;\N;53;43761;30*;A;27;70
EDGE LOG;312-319-4766;VR;9:00+;TL;Jun-30;HOUSTON;TX;188;CLUTE;TX;52;600;53;43761;30*;A;27;70
EDGE LOG;312-319-4766;VR;9:00+;TL;Jun-30;HOUSTON;TX;188;MAGNOLIA;TX;50;\N;53;43761;30*;A;21;52
EDGE LOG;312-319-4766;V;9:00+;TL;Jun-30;LANCASTER;TX;241;HOUSTON;TX;0;\N;53;39888;30*;A;91;234
EDGE LOG;312-319-4766;VR;9:00+;TL;Jun-30;MISSOURI CITY;TX;180;HUMBLE;TX;21;600;\N;\N;30*;A;14;35
EDGE LOG;312-319-4766;VR;9:00+;TL;Jun-30;MISSOURI CITY;TX;180;MAGNOLIA;TX;50;600;\N;\N;30*;A;33;74
EDGE LOG;312-319-4766;V;9:00+;TL;Jun-30;NORTHLAKE;TX;262;HOUSTON;TX;0;600;53;41972;30*;A;100;257
ARMSTRON;844-239-0264;VR;9:00+;TL;Jun-30;ABILENE;TX;219;HOUSTON;TX;0;\N;53;43000;27;A;170;407
ARMSTRON;844-239-0264;VR;9:00+;TL;Jun-30;ABILENE;TX;219;HOUSTON;TX;0;\N;53;43000;27;A;170;407
ARMSTRON;844-239-0264;VR;9:00+;TL;Jun-30;ABILENE;TX;219;HOUSTON;TX;0;\N;53;43000;27;A;170;407
ARMSTRON;844-239-0264;VR;9:00+;TL;Jun-30;ABILENE;TX;219;HOUSTON;TX;0;\N;53;43000;27;A;170;407
ARMSTRON;844-239-0264;VR;9:00+;TL;Jun-30;ABILENE;TX;219;HOUSTON;TX;0;\N;53;43000;27;A;170;407
ARMSTRON;844-239-0264;VR;9:00+;TL;Jun-30;ABILENE;TX;219;HOUSTON;TX;0;\N;53;43000;27;A;170;407
ARMSTRON;844-239-0264;VR;9:00+;TL;Jun-30;ABILENE;TX;219;HOUSTON;TX;0;\N;53;43000;27;A;170;407
ARMSTRON;844-239-0264;VR;9:00+;TL;Jun-30;ABILENE;TX;219;HOUSTON;TX;0;\N;53;43000;27;A;170;407
ARMSTRON;844-239-0264;VR;9:00+;TL;Jun-30;ABILENE;TX;219;HOUSTON;TX;0;\N;53;43000;27;A;170;407
ARMSTRON;844-239-0264;VR;9:00+;TL;Jun-30;ABILENE;TX;219;HOUSTON;TX;0;\N;53;43000;27;A;170;407
ARMSTRON;844-239-0264;VR;9:00+;TL;Jun-30;ABILENE;TX;219;HOUSTON;TX;0;\N;53;43000;27;A;170;407
ARMSTRON;844-239-0264;VR;9:00+;TL;Jun-30;ABILENE;TX;219;HOUSTON;TX;0;\N;53;43000;27;A;170;407
ARMSTRON;844-239-0264;VR;9:00+;TL;Jun-30;ABILENE;TX;219;HOUSTON;TX;0;\N;53;43000;27;A;170;407
INTEGRIT;937-684-8180;V;9:00+;TL;Jun-30;MESQUITE;TX;255;HOUSTON;TX;0;600;53;35000;20;A;94;241
INTEGRIT;937-684-8180;V;9:00+;TL;Jun-30;DALLAS;TX;254;HOUSTON;TX;0;600;53;35000;20;A;94;240
RESULTS;972-665-6857;FV;9:00+;TL;Jun-30;RAYMONDVILLE;TX;211;PASADENA;TX;13;700;\N;\N;17;A;127;315
AMERICAN;574-387-5212;VR;9:00+;TL;Jun-30;DALLAS;TX;254;HOUSTON;TX;0;500;\N;\N;22;A;94;240
KING OF;316-530-5370;V;9:00+;TL;Jun-30;DENTON;TX;274;HOUSTON;TX;0;450;\N;\N;27;A;108;278
YELLOW D;714-617-1752;V;9:00+;TL;Jun-30;LA PORTE;TX;209;HOUSTON;TX;0;\N;53;40950;29;A;11;27
KING OF;316-413-2092;V;9:00+;TL;Jun-30;MCALLEN;TX;225;HOUSTON;TX;0;700;\N;42000;27;A;146;363
SUREWAY;479-202-4061;V;9:00+;PTL;Jun-30;HOUSTON;TX;188;HOUSTON;TX;0;700;\N;200;3;A;0;0
NOLAN TR;630-496-0085;V;9:00+;TL;Jun-30;DALLAS;TX;254;GALVESTON;TX;50;\N;\N;43000;23;A;113;290
NOLAN TR;630-496-0085;V;9:00+;TL;Jun-30;SEBASTIAN;TX;220;GALVESTON;TX;50;\N;\N;43000;23;A;145;357
NOLAN TR;956-232-3113;V;9:00+;TL;Jun-30;LAREDO;TX;147;HOUSTON;TX;0;\N;\N;30000;23;A;131;350
INTEGRIT;937-684-8180;V;9:00+;TL;Jun-30;GRAND PRAIRIE;TX;244;HOUSTON;TX;0;\N;53;10000;20;A;97;251
INTEGRIT;937-684-8180;V;9:00+;TL;Jun-30;GRAND PRAIRIE;TX;244;HOUSTON;TX;0;1000;53;10000;20;A;97;251
INTEGRIT;937-684-8180;V;9:00+;TL;Jun-30;GRAND PRAIRIE;TX;244;HOUSTON;TX;0;650;48;15000;20;A;97;251
INTEGRIT;937-684-8180;V;9:00+;TL;Jun-30;GRAND PRAIRIE;TX;244;HOUSTON;TX;0;800;48;10000;20;A;97;251
EPES LOG;866-247-0691;V;9:00+;TL;Jun-30;ROANOKE;TX;256;BROOKSHIRE;TX;35;\N;53;40366;22;A;119;300
TRAFFIX;888-401-3349;V;9:00+;TL;Jun-30;FORT WORTH;TX;239;HOUSTON;TX;0;500;53;45000;24;A;102;261
ZENGISTI;512-430-4600;V;9:00+;TL;Jun-30;NORTHLAKE;TX;262;HOUSTON;TX;0;\N;\N;\N;21;A;100;257
GLOBALTR;888-954-7231;VR;9:00+;TL;Jun-30;LAREDO;TX;147;HOUSTON;TX;0;1000;53;44000;29;A;131;350
RFX INC;219-956-0540;V;9:00+;TL;Jun-30;FAIRFIELD;TX;209;CHANNELVIEW;TX;18;425;53;10000;16;A;65;166
DFH TRAN;817-367-7001;V;9:00+;TL;Jun-30;COPPELL;TX;255;HOUSTON;TX;0;\N;\N;\N;16;A;101;261
ADAMS MO;817-737-3636;VA;9:00+;TL;Jun-30;DURANT;OK;333;HOUSTON;TX;0;1000;\N;43500;10;A;128;332
NATIONWI;915-603-8854;VR;9:00+;TL;Jun-30;LAREDO;TX;147;HOUSTON;TX;0;\N;\N;\N;15;A;131;350
GLOBALTR;888-954-7231;VR;9:00+;TL;Jun-30;LAREDO;TX;147;DAYTON;TX;40;1000;53;44000;29;A;151;386
MEADOW L;406-237-0870;V;9:00+;TL;Jun-30;MINERAL WELLS;TX;232;BAYTOWN;TX;29;500;\N;21000;35;A;128;329
TANAGER;210-314-6528;V;9:00+;TL;Jun-30;ROANOKE;TX;256;HOUSTON;TX;0;550;\N;\N;22;A;105;270
TANAGER;210-314-6528;V;9:00+;TL;Jun-30;WEATHERFORD;TX;232;HOUSTON;TX;0;650;\N;\N;22;A;111;286
VELOCITY;469-324-5958;V;9:00+;TL;Jun-30;GRAPEVINE;TX;255;HOUSTON;TX;0;575;\N;18000;26;A;101;260
THIRD CO;512-382-4052;V;9:00+;PTL;Jun-30;LAREDO;TX;147;HOUSTON;TX;0;650;10;1610;28;A;131;350
ELITE TR;878-999-2766;V;9:00+;TL;Jun-30;TEMPLE;TX;133;HOUSTON;TX;0;550;\N;45000;41;B;67;167
THIRD CO;512-382-4052;V;9:00+;TL;Jun-30;LAREDO;TX;147;HOUSTON;TX;0;1000;53;6810;28;A;131;350
ELITE TR;878-999-2766;V;9:00+;TL;Jun-30;DALLAS;TX;254;MISSOURI CITY;TX;20;550;\N;44000;41;B;100;257
ELITE TR;878-999-2766;V;9:00+;TL;Jun-30;MISSOURI CITY;TX;180;EL CAMPO;TX;69;450;\N;44000;41;B;23;59
APEX LOG;801-924-1850;VR;9:00+;TL;Jun-30;TEXARKANA;AR;381;HOUSTON;TX;0;\N;\N;43290;25*;A;115;299
BMM LOGI;773-283-2599;V;9:00+;TL;Jun-30;BONHAM;TX;316;PASADENA;TX;13;\N;\N;\N;38;A;125;322
A1 VALUE;678-487-5508;V;9:00+;PTL;Jun-30;ARLINGTON;TX;242;HOUSTON;TX;0;\N;20;1700;13;A;99;256
A1 VALUE;678-487-5508;V;9:00+;TL;Jun-30;LAREDO;TX;147;HOUSTON;TX;0;\N;53;42000;13;A;131;350
A1 VALUE;678-487-5508;V;9:00+;TL;Jun-30;LAREDO;TX;147;HOUSTON;TX;0;\N;53;19000;13;A;131;350
A1 VALUE;678-487-5508;V;9:00+;TL;Jun-30;LAREDO;TX;147;HOUSTON;TX;0;\N;53;42000;13;A;131;350
DFW NATI;972-325-4500;V;9:00+;TL;Jun-30;DALLAS;TX;254;HOUSTON;TX;0;\N;\N;\N;13;A;94;240
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;MILLSAP;TX;234;HOUSTON;TX;0;\N;48;40000;15;A;118;304
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;MILLSAP;TX;234;HOUSTON;TX;0;\N;48;40000;15;A;118;304
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;MILLSAP;TX;234;HOUSTON;TX;0;\N;48;40000;15;A;118;304
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;MILLSAP;TX;234;HOUSTON;TX;0;\N;48;40000;15;A;118;304
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;MILLSAP;TX;234;HOUSTON;TX;0;\N;48;40000;15;A;118;304
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;MILLSAP;TX;234;HOUSTON;TX;0;\N;48;40000;15;A;118;304
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;MILLSAP;TX;234;HOUSTON;TX;0;\N;48;40000;15;A;118;304
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;MILLSAP;TX;234;HOUSTON;TX;0;\N;48;40000;15;A;118;304
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;MILLSAP;TX;234;HOUSTON;TX;0;\N;48;40000;15;A;118;304
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;MILLSAP;TX;234;HOUSTON;TX;0;\N;48;40000;15;A;118;304
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;MILLSAP;TX;234;HOUSTON;TX;0;\N;48;40000;15;A;118;304
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;MILLSAP;TX;234;HOUSTON;TX;0;\N;48;40000;15;A;118;304
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;MILLSAP;TX;234;HOUSTON;TX;0;\N;48;40000;15;A;118;304
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;MILLSAP;TX;234;HOUSTON;TX;0;\N;48;40000;15;A;118;304
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;MILLSAP;TX;234;HOUSTON;TX;0;\N;48;40000;15;A;118;304
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;MILLSAP;TX;234;HOUSTON;TX;0;\N;48;40000;15;A;118;304
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;MILLSAP;TX;234;HOUSTON;TX;0;\N;48;40000;15;A;118;304
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;MILLSAP;TX;234;HOUSTON;TX;0;\N;48;40000;15;A;118;304
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;MILLSAP;TX;234;HOUSTON;TX;0;\N;48;40000;15;A;118;304
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;MILLSAP;TX;234;HOUSTON;TX;0;\N;48;40000;15;A;118;304
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;MILLSAP;TX;234;HOUSTON;TX;0;\N;48;40000;15;A;118;304
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;MILLSAP;TX;234;HOUSTON;TX;0;\N;48;40000;15;A;118;304
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;MILLSAP;TX;234;HOUSTON;TX;0;\N;48;40000;15;A;118;304
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;MILLSAP;TX;234;HOUSTON;TX;0;\N;48;40000;15;A;118;304
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;MILLSAP;TX;234;HOUSTON;TX;0;\N;48;40000;15;A;118;304
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;MILLSAP;TX;234;HOUSTON;TX;0;\N;48;40000;15;A;118;304
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;MILLSAP;TX;234;HOUSTON;TX;0;\N;48;40000;15;A;118;304
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;MILLSAP;TX;234;HOUSTON;TX;0;\N;48;40000;15;A;118;304
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;MILLSAP;TX;234;HOUSTON;TX;0;\N;48;40000;15;A;118;304
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;MILLSAP;TX;234;HOUSTON;TX;0;\N;48;40000;15;A;118;304
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;MILLSAP;TX;234;HOUSTON;TX;0;\N;48;40000;15;A;118;304
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;MILLSAP;TX;234;HOUSTON;TX;0;\N;48;40000;15;A;118;304
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;MILLSAP;TX;234;HOUSTON;TX;0;\N;48;40000;15;A;118;304
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;MILLSAP;TX;234;HOUSTON;TX;0;\N;48;40000;15;A;118;304
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;MILLSAP;TX;234;HOUSTON;TX;0;\N;48;40000;15;A;118;304
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;MILLSAP;TX;234;HOUSTON;TX;0;\N;48;40000;15;A;118;304
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;MILLSAP;TX;234;HOUSTON;TX;0;\N;48;40000;15;A;118;304
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;MILLSAP;TX;234;HOUSTON;TX;0;\N;48;40000;15;A;118;304
BAT LOGI;712-256-7260;V;9:00+;TL;Jun-30;SAN ANTONIO;TX;0;PASADENA;TX;13;\N;53;44000;24;A;80;210
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;DALLAS;TX;254;HOUSTON;TX;0;\N;48;40000;15;A;94;240
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;DALLAS;TX;254;HOUSTON;TX;0;\N;48;40000;15;A;94;240
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;DALLAS;TX;254;HOUSTON;TX;0;\N;48;40000;15;A;94;240
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;DALLAS;TX;254;HOUSTON;TX;0;\N;48;40000;15;A;94;240
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;DALLAS;TX;254;HOUSTON;TX;0;\N;48;40000;15;A;94;240
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;DALLAS;TX;254;HOUSTON;TX;0;\N;48;40000;15;A;94;240
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;DALLAS;TX;254;HOUSTON;TX;0;\N;48;40000;15;A;94;240
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;DALLAS;TX;254;HOUSTON;TX;0;\N;48;40000;15;A;94;240
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;DALLAS;TX;254;HOUSTON;TX;0;\N;48;40000;15;A;94;240
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;DALLAS;TX;254;HOUSTON;TX;0;\N;48;40000;15;A;94;240
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;DALLAS;TX;254;HOUSTON;TX;0;\N;48;40000;15;A;94;240
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;DALLAS;TX;254;HOUSTON;TX;0;\N;48;40000;15;A;94;240
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;DALLAS;TX;254;HOUSTON;TX;0;\N;48;40000;15;A;94;240
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;DALLAS;TX;254;HOUSTON;TX;0;\N;48;40000;15;A;94;240
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;DALLAS;TX;254;HOUSTON;TX;0;\N;48;40000;15;A;94;240
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;DALLAS;TX;254;HOUSTON;TX;0;\N;48;40000;15;A;94;240
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;DALLAS;TX;254;HOUSTON;TX;0;\N;48;40000;15;A;94;240
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;DALLAS;TX;254;HOUSTON;TX;0;\N;48;40000;15;A;94;240
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;DALLAS;TX;254;HOUSTON;TX;0;\N;48;40000;15;A;94;240
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;DALLAS;TX;254;HOUSTON;TX;0;\N;48;40000;15;A;94;240
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;DALLAS;TX;254;HOUSTON;TX;0;\N;48;40000;15;A;94;240
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;DALLAS;TX;254;HOUSTON;TX;0;\N;48;40000;15;A;94;240
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;DALLAS;TX;254;HOUSTON;TX;0;\N;48;40000;15;A;94;240
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;DALLAS;TX;254;HOUSTON;TX;0;\N;48;40000;15;A;94;240
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;DALLAS;TX;254;HOUSTON;TX;0;\N;48;40000;15;A;94;240
ACTION E;773-832-8600;VF;9:00+;TL;Jun-30;DALLAS;TX;254;HOUSTON;TX;0;\N;48;40000;15;A;94;240
GLOBALTR;319-491-3393;V;9:00+;TL;Jun-30;MCALLEN;TX;225;WALLER;TX;40;2250;\N;43564;29;A;156;386
BM2 FREI;800-319-1115;V;9:00+;TL;Jun-30;ORANGE;TX;287;FREEPORT;TX;58;\N;53;43223;18;A;67;169
BAT LOGI;712-256-7260;V;9:00+;TL;Jun-30;FORNEY;TX;257;HOUSTON;TX;0;\N;53;15500;24;A;99;254
BAT LOGI;712-256-7260;V;9:00+;TL;Jun-30;FORNEY;TX;257;HOUSTON;TX;0;\N;53;20000;24;A;99;254
SUPERIOR;888-856-0477;V;9:00+;TL;Jun-30;LA PORTE;TX;209;BAYTOWN;TX;29;325;48;40000;21*;A;4;8
LANDSTAR;469-570-7101;V;9:00+;TL;Jun-30;SHREVEPORT;LA;351;HOUSTON;TX;0;\N;53;38856;25;A;95;242
LANDSTAR;469-570-7101;V;9:00+;TL;Jun-30;SHREVEPORT;LA;351;HOUSTON;TX;0;\N;53;38856;25;A;95;242
LANDSTAR;469-570-7101;V;9:00+;TL;Jun-30;SHREVEPORT;LA;351;HOUSTON;TX;0;\N;53;38856;25;A;95;242
LANDSTAR;469-570-7101;V;9:00+;TL;Jun-30;SHREVEPORT;LA;351;HOUSTON;TX;0;\N;53;38856;25;A;95;242
LANDSTAR;469-570-7101;V;9:00+;TL;Jun-30;SHREVEPORT;LA;351;HOUSTON;TX;0;\N;53;38856;25;A;95;242
GEN FREI;972-802-0935;V;9:00+;TL;Jun-30;DALLAS;TX;254;HOUSTON;TX;0;600;\N;\N;22;A;94;240
SPOT FRE;317-643-6588;V;9:00+;TL;Jun-30;FORT WORTH;TX;239;HOUSTON;TX;0;\N;\N;44193;22;A;102;261
R2 LOGIS;614-899-6350;V;9:00+;TL;Jun-30;CHINA;TX;254;HUMBLE;TX;21;\N;\N;\N;39;A;31;75
RYAN TRA;888-492-3626;V;9:00+;TL;Jun-30;DALLAS;TX;254;HOUSTON;TX;0;\N;\N;20000;15;A;94;240
ODW LTS;800-978-3168;VR;9:00+;TL;Jun-30;LA PORTE;TX;209;SWEENY;TX;62;375;\N;\N;27;A;37;94
ROUTE TR;941-755-8727;V;9:00+;TL;Jun-30;TEMPLE;TX;133;HOUSTON;TX;0;\N;\N;30000;20;A;67;167
PLS LOGI;813-518-4918;V;9:00+;TL;Jun-30;DALLAS;TX;251;STAFFORD;TX;14;\N;\N;\N;36*;A;101;258
JAS LOGI;210-451-7709;VR;9:00+;TL;Jun-30;DALLAS;TX;254;HOUSTON;TX;0;\N;\N;44000;29;A;94;240
MJN SERV;281-760-9822;V;9:00+;TL;Jun-30;ANGLETON;TX;186;HOUSTON;TX;0;335;31;4900;17;A;21;54
MJN SERV;281-760-9822;V;9:00+;TL;Jun-30;ANGLETON;TX;186;HOUSTON;TX;0;400;31;4900;17;A;21;54
DJM LOGI;773-649-3286;V;9:00+;TL;Jun-30;MISSOURI CITY;TX;180;ROSENBERG;TX;30;300;53;44049;30;A;7;18
DJM LOGI;773-649-3286;V;9:00+;TL;Jun-30;MISSOURI CITY;TX;180;ROSENBERG;TX;30;300;53;44049;30;A;7;18
DJM LOGI;773-649-3286;V;9:00+;TL;Jun-30;MISSOURI CITY;TX;180;ROSENBERG;TX;30;300;53;44049;30;A;7;18
DJM LOGI;773-649-3286;V;9:00+;TL;Jun-30;MISSOURI CITY;TX;180;ROSENBERG;TX;30;300;53;44049;30;A;7;18
DJM LOGI;773-649-3286;V;9:00+;TL;Jun-30;MISSOURI CITY;TX;180;ROSENBERG;TX;30;400;53;44049;30;A;7;18
DJM LOGI;773-649-3286;V;9:00+;TL;Jun-30;MISSOURI CITY;TX;180;ROSENBERG;TX;30;400;53;44049;30;A;7;18
DJM LOGI;773-649-3286;V;9:00+;TL;Jun-30;MISSOURI CITY;TX;180;ROSENBERG;TX;30;400;53;44049;30;A;7;18
DJM LOGI;773-649-3286;V;9:00+;TL;Jun-30;MISSOURI CITY;TX;180;ROSENBERG;TX;30;500;53;44049;30;A;7;18
AMERICAN;716-337-5000;V;9:00+;TL;Jun-30;LAREDO;TX;147;HOUSTON;TX;0;900;\N;42000;23;A;131;350
US CARGO;888-552-5623;V;9:00+;TL;Jun-30;DALLAS;TX;254;HOUSTON;TX;0;\N;\N;30000;25;B;94;240
ARPCO TR;817-756-1851;VR;9:00+;TL;Jun-30;DALLAS;TX;254;HOUSTON;TX;0;650;\N;\N;16;A;94;240
BROWN LO;770-344-0137;VR;9:00+;TL;Jun-30;HOUSTON;TX;188;BROOKSHIRE;TX;35;\N;\N;\N;21;A;15;37
BROWN LO;770-344-0137;VR;9:00+;TL;Jun-30;HOUSTON;TX;188;BROOKSHIRE;TX;35;\N;53;44000;21;A;15;37
AMINO TR;469-430-0499;V;9:00+;TL;Jun-30;TYLER;TX;276;HOUSTON;TX;0;\N;\N;18000;23*;A;86;220
KNIGHT -;800-477-8025;V;9:00+;TL;Jun-30;LAREDO;TX;148;HOUSTON;TX;0;825;53;44000;23;A;131;350
KNIGHT -;800-477-8025;V;9:00+;TL;Jun-30;LAREDO;TX;148;HOUSTON;TX;0;800;53;44000;23;A;131;350
SUNRAY L;404-902-6262;V;9:00+;TL;Jun-30;DALLAS;TX;254;HOUSTON;TX;0;\N;53;10150;30;N;94;240
DIRECT C;317-218-7777;V;9:00+;TL;Jun-30;DALLAS;TX;254;HOUSTON;TX;0;\N;53;41637;35*;B;94;240
TRAFFIC;877-789-8813;V;9:00+;TL;Jun-30;ARDMORE;OK;334;HOUSTON;TX;0;\N;\N;15000;25;A;134;347
TRAFFIC;877-789-8813;VR;9:00+;TL;Jun-30;FORT WORTH;TX;239;HOUSTON;TX;0;\N;\N;25000;25;A;102;261
TRAFFIC;877-789-8813;VR;9:00+;TL;Jun-30;FORT WORTH;TX;239;HOUSTON;TX;0;\N;\N;42000;25;A;102;261
TRAFFIC;877-789-8813;VR;9:00+;TL;Jun-30;FORT WORTH;TX;239;HOUSTON;TX;0;\N;\N;42000;25;A;102;261
C H ROBI;833-428-5247;V;9:00+;TL;Jun-30;FORT WORTH;TX;239;HOUSTON;TX;0;\N;53;28954;14;A;102;261
C H ROBI;833-428-5247;V;9:00+;TL;Jun-30;FORT WORTH;TX;239;HOUSTON;TX;0;\N;53;38000;14;A;102;261
VELOCITY;469-324-1034;V;9:00+;TL;Jun-30;DALLAS;TX;254;HOUSTON;TX;0;600;\N;15000;26;A;94;240
SMARTWAY;816-398-7818;V;9:00+;TL;Jun-30;ARDMORE;OK;334;KATY;TX;22;650;\N;42159;7;A;146;368
LOGISTIC;214-770-3118;V;9:00+;TL;Jun-30;CARROLLTON;TX;265;HOUSTON;TX;0;\N;53;23000;22;A;99;255
US LOGIS;928-726-7979;V;9:00+;TL;Jun-30;DALLAS;TX;254;HOUSTON;TX;0;\N;\N;\N;16;A;94;240
US LOGIS;928-726-7979;V;9:00+;TL;Jun-30;ROANOKE;TX;256;HOUSTON;TX;0;\N;\N;\N;16;A;105;270
US LOGIS;928-726-7979;V;9:00+;TL;Jun-30;ROANOKE;TX;256;HOUSTON;TX;0;\N;53;40000;16;A;105;270
VELOCITY;469-501-6233;V;9:00+;TL;Jun-30;DALLAS;TX;254;HOUSTON;TX;0;700;\N;10000;26;A;94;240
C H ROBI;833-428-5247;V;9:00+;TL;Jun-30;ARLINGTON;TX;242;WALLER;TX;40;\N;53;44000;14;A;92;236
C H ROBI;833-428-5247;VR;9:00+;TL;Jun-30;LAREDO;TX;147;DAYTON;TX;40;\N;48;44000;14;A;151;386
C H ROBI;833-428-5247;V;9:00+;TL;Jun-30;GROESBECK;TX;185;PASADENA;TX;13;\N;53;575;14;A;67;172
C H ROBI;833-428-5247;VZZ;9:00+;TL;Jun-30;FREEPORT;TX;193;PASADENA;TX;13;\N;53;41430;14;A;36;79
C H ROBI;833-428-5247;VR;9:00+;TL;Jun-30;LAREDO;TX;147;HOUSTON;TX;0;\N;53;24000;14;A;131;350
C H ROBI;833-428-5247;V;9:00+;TL;Jun-30;NACOGDOCHES;TX;273;HOUSTON;TX;0;\N;53;10000;14;A;55;140
