_id_|RPM|RATE|Market rate|COMPANY|PHONE|TRLR|PICKUP|ORIGIN CITY|DIST|DESTINATION CITY|DIST|WEIGHT|MILES
293|$2.03|$500.00||LANDSTAR|888-545-5555|V|44040|ODESSA|0|WACO|181|44000|355
294||||PLS LOGI|724-814-5056|V|44040|ORLA|0|HOUSTON|0||598
295||||TOTAL QU|800-580-3101|VR|44040|PASADENA|0|LAKE JACKSON|52|20000|71
296|$2.12|$1,350.00||TOTAL QU|800-580-3101|VR|44040|PASADENA|0|LAKE JACKSON|52|20000|71
297||$200.00||ATLANTIC|800-613-2280|V|44040|PASADENA|0|GRAPEVINE|259|23929|274
298||||TOTAL QU|800-580-3101|VR|44040|PASADENA|0|LAKE JACKSON|52|20000|71
299||||TOTAL QU|800-580-3101|VR|44040|PASADENA|0|LAKE JACKSON|52|20000|71
300||||TOTAL QU|800-580-3101|V|44040|PASADENA|0|DALLAS|241||253
301||||TOTAL QU|800-580-3101|V|44040|PASADENA|0|SAN ANTONIO|195||211
302||||TOTAL QU|800-580-3101|VR|44040|PASADENA|0|HOUSTON|12||15
303||||LANDSTAR|479-435-7315|V|44040|PASADENA|0|BEN WHEELER|205|43500|227
304||||AXLE LOG|800-522-1889|VR|44039|PLAINVIEW|0|DUNCANVILLE|239|43000|350
305||||TOTAL QU|800-580-3101|VR|44040|PLAINVIEW|0|ORE CITY|229|40000|474
306||||TOTAL QU|800-580-3101|VR|44040|PLAINVIEW|0|HOUSTON|0|44000|582
307||||NOLAN TR|303-433-9611|VR|44040|PLAINVIEW|0|KELLER|271|43000|324
308|$2.51|$714.00||UNITEDLI|972-645-1134|V|44040|PLAINVIEW|0|ORE CITY|229|44500|474
309||||UNITEDLI|972-645-1134|V|44040|PLAINVIEW|0|KELLER|271|44500|324
310||||BEDROCK|214-865-6611|V|44040|PORT ARTHUR|0|HOUSTON|0|44000|90
311||||BEDROCK|214-865-6611|V|44040|PORT ARTHUR|0|HOUSTON|0|44000|90
312||||TOTAL QU|800-580-3101|V|44040|ROANOKE|0|AUSTIN|158|31000|209
313||||TOTAL QU|800-580-3101|V|44040|ROANOKE|0|HOUSTON|0|39000|270
314||||TOTAL QU|800-580-3101|V|44040|ROANOKE|0|HOUSTON|0|39000|270
315||||USA TRUC|972-677-6171|V|44040|ROANOKE|0|GRAPEVINE|259|44363|10
316||||J H ROSE|956-217-5263|VR|44040|ROANOKE|0|GROVES|94|45444|364
317||$749.00||WARREN S|800-206-7980|V|44040|ROYSE CITY|0|WALLER|40|10000|246
318||||COYOTE L|773-799-2118|V|44040|SAGINAW|0|HOUSTON|0|2466|271
319||||EDGE LOG|312-319-4766|VR|44039|SAN ANTONIO|0|CORSICANA|176|45007|255
320||||EDGE LOG|312-319-4766|VR|44039|SAN ANTONIO|0|NEW CANEY|32|45459|225
321|$2.61|$1,100.00||COYOTE L|773-799-2118|VR|44039|SAN ANTONIO|0|HOUSTON|0|40000|196
322||||BAT LOGI|712-256-7260|V|44040|SAN ANTONIO|0|PASADENA|13|44000|210
323||||TRACK LO|615-334-1195|VR|44040|SAN ANTONIO|0|MARSHALL|218|6500|367
324||||TOTAL QU|800-580-3101|V|44040|SAN ANTONIO|0|HOUSTON|0|10000|196
325||||TOTAL QU|800-580-3101|V|44040|SAN ANTONIO|0|ROSENBERG|30|10000|175
326|$3.89|$479.00||DSF LOGI|205-920-1234|V|44040|SAN ANTONIO|0|FT WORTH|260|15000|265
327|$2.66|$1,203.00||TOTAL QU|800-580-3101|V|44040|SAN MARCOS|0|SUGAR LAND|17|10000|157
328||||PRECISIO|814-827-0613|VR|44040|SEABROOK|0|CORSICANA|176|44640|214
329||||TOTAL QU|800-580-3101|VR|44040|SEGUIN|0|WEST ORANGE|111|40000|268
330||||UNIVERSA|615-815-3438|V|44040|SEGUIN|0|LONGVIEW|208|40000|324
331|$2.34|$475.00||KING OF|316-413-8706|V|44040|SEGUIN|0|SAN ANTONIO|195|40000|36
332||||KING OF|316-413-8706|V|44040|SEGUIN|0|SAN ANTONIO|195|40000|36
333||||GLOBAL H|210-349-4600|V|44040|SEGUIN|0|DALLAS|241|45000|247
334||||ARNOLD T|469-329-5700|VR|44040|SEGUIN|0|JUNCTION|298||148
335||||SMS LOGI|210-281-9239|V|44040|SHEPPARD AFB|0|HOOKS|288|9600|263
336||||TOTAL QU|800-580-3101|VR|44040|SHERMAN|0|GRAND PRAIRIE|247|25000|76
337||||TOTAL QU|800-580-3101|VR|44040|SHERMAN|0|GRAND PRAIRIE|247|25000|76
338||||SCHNEIDE|800-558-3957|V|44040|SHERMAN|0|ARLINGTON|251|15000|80
339||||LANDSTAR|214-817-1377|V|44040|SUGAR LAND|0|SAN ANTONIO|195||190
340|$2.61|$1,100.00||J & A FR|773-657-3211|V|44040|SULPHUR SPRINGS|0|HOUSTON|0|7000|312
341||||C H ROBI|833-428-5247|V|44040|SUNNYVALE|0|TYLER|197|42000|83
342|$1.26|$450.00||ADDTRAN|800-745-1579|V|44040|SWEETWATER|0|LA PORTE|25|44800|474
343||||THIRD CO|512-382-4052|V|44040|TEMPLE|0|SWEENY|62|15000|195
344||||SUNTECK|316-260-4430|VR|44040|TYLER|0|FREEPORT|58||276
345||||JOHN J J|956-351-5117|V|44040|TYLER|0|SAN ANTONIO|195||314
346||||TANDEM L|512-388-9433|V|44040|VON ORMY|0|MISSOURI CITY|20|35000|209
347||||KTI INC|612-256-2991|V|44040|WACO|0|WALLER|40||144
348||||AXLE LOG|888-500-1699|V|44040|WALLER|0|CARROLLTON|256|16211|237
349||||PROPAK L|407-730-9223|V|44040|WEATHERFORD|0|SEABROOK|29|25000|318
350||||SAFER LO|423-708-7141|V|44040|WESLACO|0|HOUSTON|0|22000|348
351||||US XPRES|312-660-2222|V|44040|WILMER|0|KATY|22|9132|243
352|$2.52|$400.00||BNSF LOG|844-214-4192|V|44040|ARLINGTON|21|HOUSTON|0|44692|256
353|$2.52|$400.00||US TRANS|305-863-8777|V|44040|ARLINGTON|21|HOUSTON|0|9000|256
354|$2.52|$400.00||ASCENT G|800-572-6267|VR|44040|BURLESON|44|HOUSTON|0|40998|256
355||||VITAL TR|330-983-9962|V|44040|CARROLLTON|16|MANOR|146|15000|208
356||||ARMSTRON|844-825-2705|V|44040|CLEBURNE|53|SCHULENBURG|93||211
357|$3.55|$600.00||FLS TRAN|877-823-0036|VR|44040|DALLAS|0|LUFKIN|121||169
358||||JAS LOGI|210-451-7709|VR|44040|DALLAS|0|HOUSTON|0|44000|240
359||||HA LOGIS|866-527-1001|V|44040|DALLAS|0|HOUSTON|0|15000|240
360|$3.33|$800.00||COWAN SY|866-385-4203|V|44040|DALLAS|0|HOUSTON|0|41900|240
361||||TRINITY|979-732-8434|V|44040|DALLAS|0|BRENHAM|70|33694|208
362|$2.92|$700.00||EPES LOG|866-247-0691|V|44040|DALLAS|0|BROOKSHIRE|35|40240|270
363|$2.37|$650.00||SCHNEIDE|800-558-3957|V|44040|DALLAS|0|HOUSTON|12|42936|246
364|$2.27|$825.00||SCHNEIDE|800-558-3957|V|44040|DALLAS|0|HOUSTON|12|42500|246
365||||R & R EX|720-317-6121|V|44040|FORT WORTH|33|TAYLOR|149|10000|159
366||||R & R EX|720-317-6121|V|44040|FORT WORTH|33|TAYLOR|149|10000|159
367|$2.40|$575.00||R & R EX|720-317-6121|V|44040|FORT WORTH|33|TAYLOR|149|10000|159
368||||XPO LOGI|855-744-7976|V|44040|FORT WORTH|33|VICTORIA|121|45000|285
369||||GLOBALTR|480-339-5874|V|44040|FORT WORTH|33|PASADENA|13|45000|274
370|$2.50|$600.00||GAMPAC E|480-927-4846|V|44040|FORT WORTH|33|KATY|22|42000|282
371||||TOTAL QU|800-580-3101|V|44040|FORT WORTH|33|NACOGDOCHES|142|15000|215
372||||MATADOR|877-662-8236|V|44040|FORT WORTH|33|LOLITA|101|30000|299
373||||CHOPTANK|800-568-2240|V|44040|FORT WORTH|33|HOUSTON|0||261
374||||CARDINAL|704-789-2047|V|44040|FORT WORTH|33|BAY CITY|73|24000|344
375|$2.68|$700.00||TOTAL QU|800-580-3101|VR|44040|FORT WORTH|33|HOUSTON|0|42000|261
376|$2.50|$600.00||HUB HIGH|412-787-6210|V|44040|FORT WORTH|33|HOUSTON|0|1000|261
377|$2.03|$700.00||HUB HIGH|412-787-6210|V|44040|FORT WORTH|33|HOUSTON|0|1000|261
378||||LOGISTIC|916-209-8577|V|44040|GARLAND|13|HUNTSVILLE|69|38900|184
379||||COYOTE L|773-799-2118|V|44040|GRAND PRAIRIE|15|HOUSTON|0|42003|251
380||||XPO LOGI|800-235-4192|V|44040|GRAND PRAIRIE|15|DAYTON|40|6398|281
381||||TOTAL QU|800-580-3101|VR|44040|GRAND PRAIRIE|15|HOUSTON|0|43000|251
382||||ROAR LOG|716-775-6208|VR|44040|LANCASTER|16|DAYTON|40|44000|264
383||||ROAR LOG|716-775-6208|VR|44040|LANCASTER|16|DAYTON|40|44000|264
384||||J H ROSE|956-217-5263|VR|44040|ROANOKE|29|GROVES|94|45444|364
385||||TOTAL QU|800-580-3101|V|44040|ROANOKE|29|HOUSTON|0|39000|270
386||||TOTAL QU|800-580-3101|V|44040|ROANOKE|29|HOUSTON|0|39000|270
387||||WARREN S|800-206-7980|V|44040|ROYSE CITY|32|WALLER|40|10000|246
388||||COYOTE L|773-799-2118|V|44040|SAGINAW|33|HOUSTON|0|2466|271
389|$2.03|$500.00||PROPAK L|407-730-9223|V|44040|WEATHERFORD|62|SEABROOK|29|25000|318
390||||US XPRES|312-660-2222|V|44040|WILMER|18|KATY|22|9132|243
391||||LANDSTAR|210-318-4560|V|44040|MIDLAND|103|HOCKLEY|34|43000|480
392||||GO TO TR|847-508-7965|V|44040|COYANOSA|31|HOUSTON|0||537
393||||PLS LOGI|724-814-5056|V|44040|ORLA|91|HOUSTON|0||598
394||||MANDUJAN|432-940-9968|VR|DAILY|COYANOSA|31|SAN ANTONIO|195||342
395||||BAT LOGI|712-256-7260|V|44040|SAN ANTONIO|87|PASADENA|17|44000|210
396||||BNSF LOG|844-214-4192|V|44040|ARLINGTON|189|HOUSTON|0|44692|256
397||||US TRANS|305-863-8777|V|44040|ARLINGTON|189|HOUSTON|0|9000|256
398||||US XPRES|312-660-2222|V|44040|ARLINGTON|189|SAN ANTONIO|195|10988|277
399||||RED RIVE|817-697-4310|VR|44040|ARLINGTON|189|TYLER|197|41220|117
400|$2.39|$500.00||XPO LOGI|847-234-6360|V|44040|AUSTIN|0|DALLAS|241|42693|196
401|$5.21|$250.00||XPO LOGI|847-234-6360|V|44040|AUSTIN|0|DALLAS|241|42120|196
402||||DJM LOGI|773-649-3286|VR|44040|BAYTOWN|186|ALLEN|261|14616|285
403||||DJM LOGI|773-649-3286|VR|44040|BAYTOWN|186|FORT WORTH|260|43500|283
404||||COYOTE L|773-799-2118|V|44040|BRADY|141|LANCASTER|230|42000|209
405||||TTS LLC|972-924-9919|VR|44040|BRUCEVILLE|83|HOUSTON|0|43000|181
406||||MATADOR|877-662-8236|V|44040|BUDA|15|BUDA|167|42500|0
407|$2.24|$700.00||ASCENT G|800-572-6267|VR|44040|BURLESON|172|HOUSTON|0|40998|256
408||||ARMSTRON|844-825-2705|V|44040|CLEBURNE|162|SCHULENBURG|93||211
409||||VELOCITY|469-324-1034|VR|44040|CONROE|158|LONGVIEW|208|44150|188
410|$3.41|$825.00||RYAN TRA|888-492-8107|VR|44040|CORPUS CHRISTI|190|FORT WORTH|260|44000|406
411||||TOTAL QU|800-580-3101|V|44040|CORPUS CHRISTI|190|SHERMAN|300|14000|477
412|$2.40|$575.00||TOTAL QU|800-580-3101|V|44040|CORPUS CHRISTI|192|SHERMAN|300|14000|477
413||||TANDEM L|512-388-9433|V|44040|CREEDMOOR|15|FORNEY|239|44000|234
414|$1.73|$475.00||JAS LOGI|210-451-7709|VR|44040|DALLAS|197|HOUSTON|0|44000|240
415||||TOTAL QU|800-580-3101|VR|44040|DALLAS|197|KILLEEN|185|42000|153
416|$2.36|$500.00||TOTAL QU|800-580-3101|VR|44040|DALLAS|197|ROUND ROCK|160|42000|178
417|$3.14|$700.00||TOTAL QU|800-580-3101|VR|44040|DALLAS|197|AUSTIN|158|42000|197
418||||TOTAL QU|800-580-3101|VR|44040|DALLAS|197|WACO|181|42000|96
419||||HA LOGIS|866-527-1001|V|44040|DALLAS|197|HOUSTON|0|15000|240
420||||REDHAWK|614-487-8500|V|44040|DALLAS|197|BLUM|226|3909|67
421|$2.50|$600.00||US LOGIS|817-281-1915|VR|44040|DALLAS|197|ROANOKE|270||31
422||||TOTAL QU|800-580-3101|V|44040|DALLAS|197|AUSTIN|158||197
423||||TOTAL QU|800-580-3101|V|44040|DALLAS|197|HOUSTON|0||240
424||||BEDROCK|469-238-0320|V|44040|DALLAS|197|HOUSTON|0|44000|240
425|$2.10|$700.00||ARPCO TR|817-424-5460|VR|44040|DALLAS|197|HOUSTON|0||240
426||||COWAN SY|866-385-4203|V|44040|DALLAS|197|HOUSTON|0|41900|240
427||||JOHN J J|956-351-5117|V|44040|DALLAS|197|AUSTIN|158||197
428||||JOHN J J|956-351-5117|V|44040|DALLAS|197|SAN ANTONIO|195||275
429||||PLS LOGI|813-518-4955|V|44040|DALLAS|197|STAFFORD|14||258
430||||TRINITY|979-732-8434|V|44040|DALLAS|197|BRENHAM|70|33694|208
431||||TOTAL QU|800-580-3101|V|44040|DALLAS|197|WILLS POINT|233|43000|50
432||||COVENANT|423-702-2844|VR|44040|DALLAS|197|HOUSTON|0||240
433||||EPES LOG|866-247-0691|V|44040|DALLAS|197|BROOKSHIRE|35|40240|270
434||||SCHNEIDE|800-558-3957|V|44040|DALLAS|197|HOUSTON|12|42936|246
435||||TOTAL QU|800-580-3101|V|44040|DALLAS|193|KELLER|271||36
436||||REDWOOD|312-698-8300|V|44040|DALLAS|197|DAISETTA|56||265
437||||REDWOOD|312-698-8300|V|44040|DALLAS|197|HOUSTON|0||240
438||||THIRD CO|512-382-4052|V|44040|DALLAS|197|AUSTIN|158|25000|197
439||||VITAL TR|330-983-9962|V|44040|DALLAS|197|AUSTIN|158||197
440||||ELITE TR|878-999-2876|V|44040|DALLAS|197|SEGUIN|160|45000|247
441||||RYAN TRA|888-492-8107|V|44040|DALLAS|197|PITTSBURG|251|10000|130
442||||SCHNEIDE|800-558-3957|V|44040|DALLAS|197|NEW BRAUNFELS|176|7002|254
443||||SCHNEIDE|800-558-3957|V|44040|DALLAS|197|HOUSTON|12|42500|246
444||||ACTION E|715-803-3066|V|44040|DEER PARK|178|LEWISVILLE|261||283
445||||ACTION E|715-803-3066|V|44040|DEER PARK|178|LEWISVILLE|261|42000|283
446|$1.17|$300.00||LANDSTAR|347-354-4647|V|44040|EDNA|127|DALLAS|241|42000|296
447||||J B HUNT|855-533-2411|V|44040|ENNIS|172|LONGVIEW|208|40000|147
448||||TRINITY|806-722-0500|V|44040|FAIRFIELD|160|LLANO|231|10000|203
449||||RFX INC|219-956-0540|V|44040|FAIRFIELD|160|LLANO|231|10000|203
450||||MANNING'|800-228-2761|V|44040|FAIRFIELD|160|LLANO|231|15000|203
451||||XPO LOGI|855-744-7976|V|44040|FORT WORTH|188|VICTORIA|121|45000|285
452||||GOLD RUS|972-623-0111|VR|44040|FORT WORTH|188|FORT WORTH|260|42500|0
453||||R & R EX|720-317-6121|V|44040|FORT WORTH|188|TAYLOR|149|10000|159
454|$2.34|$475.00||R & R EX|720-317-6121|V|44040|FORT WORTH|188|TAYLOR|149|10000|159
455||||R & R EX|720-317-6121|V|44040|FORT WORTH|188|TAYLOR|149|10000|159
456||||GLOBALTR|480-339-5874|V|44040|FORT WORTH|188|PASADENA|13|45000|274
457||||GAMPAC E|480-927-4846|V|44040|FORT WORTH|188|KATY|22|42000|282
458||||TOTAL QU|800-580-3101|V|44040|FORT WORTH|188|NACOGDOCHES|142|15000|215
459||||MATADOR|877-662-8236|V|44040|FORT WORTH|188|LOLITA|101|30000|299
460||||BNSF LOG|888-285-4514|V|44040|FORT WORTH|188|DALLAS|241|10080|36
461|$1.63|$600.00||CHOPTANK|800-568-2240|V|44040|FORT WORTH|188|HOUSTON|0||261
462||||CARDINAL|704-789-2047|V|44040|FORT WORTH|188|BAY CITY|73|24000|344
463||||TOTAL QU|800-580-3101|VR|44040|FORT WORTH|188|HOUSTON|0|42000|261
464|$2.68|$700.00||RIVERSID|423-531-6856|V|44040|FORT WORTH|188|ARLINGTON|251||19
465||||RIVERSID|423-531-6856|V|44040|FORT WORTH|188|LEWISVILLE|261||37
466|$2.50|$600.00||HUB HIGH|412-787-6210|V|44040|FORT WORTH|188|HOUSTON|0|1000|261
467|$2.31|$600.00||HUB HIGH|412-787-6210|V|44040|FORT WORTH|188|HOUSTON|0|1000|261
468||||ARPCO TR|817-424-5460|VR|44040|FREEPORT|197|DALLAS|241||313
469||||ARPCO TR|817-424-5460|VR|44040|FREEPORT|197|FORT WORTH|260||333
470||||KING OF|316-440-8672|V|44040|FT WORTH|188|SAN ANTONIO|195|10000|265
471||||SINGLE P|281-407-6041|V|44040|GALENA PARK|169|FORT WORTH|260||269
472|$3.13|$250.00||XPO LOGI|602-388-1589|V|44040|GRAND PRAIRIE|193|SANGER|287|7982|54
473|$3.13|$250.00||TOTAL QU|800-580-3101|VR|44040|GRAND PRAIRIE|193|HOUSTON|0|43000|251
474|$3.13|$250.00||BBI LOGI|800-809-2172|VR|44040|GRAND PRAIRIE|193|GRAND PRAIRIE|247|35000|0
475|$3.13|$250.00||XPO LOGI|800-235-4192|V|44040|GRAND PRAIRIE|193|DAYTON|40|6398|281
476||||COYOTE L|773-799-2118|V|44040|GRAND PRAIRIE|193|HOUSTON|0|42003|251
477||||WESTERN|866-235-9327|V|44040|GRAND PRAIRIE|193|MOUNT VERNON|262|6621|115
478||||TOTAL QU|800-580-3101|V|44040|GRAND PRAIRIE|193|GRAND PRAIRIE|247|7000|0
479||||APEX LOG|801-924-1850|V|44040|GRAND PRAIRIE|193|BUDA|167||225
480|$2.03|$700.00||COLUMBIA|616-514-6018|V|44040|GREGORY|182|INGLESIDE|189|38000|5
481||||JAS LOGI|210-451-7709|VR|44040|HALLETTSVILLE|111|CORPUS CHRISTI|205|44000|138
482||||TOTAL QU|800-580-3101|V|44040|HOLLAND|53|AUSTIN|158||57
483||||XPO LOGI|678-971-0856|V|44040|HOUSTON|158|CORPUS CHRISTI|205|42870|216
484||||TOTAL QU|800-580-3101|VR|44040|HOUSTON|158|COMANCHE|263|43000|295
485||||XPO LOGI|800-397-7305|V|44040|HOUSTON|158|FORNEY|239|44000|254
486||||TOTAL QU|800-580-3101|VR|44040|HOUSTON|158|SAN ANTONIO|195|42000|197
487||||EDGE LOG|312-319-4766|VR|44040|HOUSTON|158|HOUSTON|0|45007|0
488||||PROPAK L|407-730-9223|V|44040|HOUSTON|158|SAN ANTONIO|195|40000|197
489||||EDGE LOG|312-319-4766|VR|44040|HOUSTON|158|TEMPLE|164|45389|168
490||||EDGE LOG|312-319-4766|VR|44040|HOUSTON|158|TEMPLE|164|45389|168
491||||TOTAL QU|800-580-3101|V|44040|HOUSTON|158|KILLEEN|185|23000|190
492||||SCHNEIDE|800-558-3957|V|44040|HOUSTON|146|TEMPLE|165|42000|158
493||||RYAN TRA|888-492-3628|VR|44040|HOUSTON|158|MABANK|204|41000|217
494||||TOTAL QU|800-580-3101|V|44040|HOUSTON|158|FREEPORT|58|30000|74
495||||CHOPTANK|800-568-2240|V|44040|HOUSTON|158|TYLER|197|40000|220
496||||CHOPTANK|800-568-2240|V|44040|HOUSTON|158|TYLER|197|40000|220
497|$6.94|$250.00||CHOPTANK|800-568-2240|V|44040|HOUSTON|158|TYLER|197|40000|220
498||||LOGISTIC|716-277-0442|VR|44040|HOUSTON|158|WACO|181|44000|185
499||||TOTAL QU|800-580-3101|V|44040|HOUSTON|158|AUSTIN|158|42000|163
500||||TRINITY|877-346-4455|V|44040|HOUSTON|158|ROCKWALL|256|32000|260
501||||TOTAL QU|800-580-3101|V|44040|HOUSTON|158|FORT WORTH|260||260
502||||SCHNEIDE|800-558-3957|V|44040|HOUSTON|154|DALLAS|238|43500|226
503||||TOTAL QU|800-580-3101|V|44040|HOUSTON|158|ROGERS|151|44000|154
504||||KING OF|316-440-8672|V|44040|HOUSTON|158|PLANO|255|8900|256
505||||TOTAL QU|800-580-3101|V|44040|HOUSTON|158|FORT WORTH|260|10000|260
506||||COVENANT|423-702-2844|VR|44040|HOUSTON|158|FORT WORTH|260||260
507||||SCOTT LO|256-273-7299|V|44040|HOUSTON|158|KELLER|271|42000|274
508||||3 RIVERS|870-548-5003|V|44040|HOUSTON|158|DALLAS|241||240
509||||ALLEN LU|800-254-5863|V|44040|HOUSTON|158|TEXARKANA|288|44112|291
510|$1.82|$450.00||KING OF|316-413-3402|V|44040|HOUSTON|158|GRAND PRAIRIE|247|42000|251
511||||BNSF LOG|844-797-8188|VR|44040|HOUSTON|158|TEMPLE|164||168
512||||SCOTT LO|256-273-7299|V|44040|HOUSTON|158|KELLER|271||274
513||||AMERICAN|903-527-0420|V|44040|HOUSTON|158|SANGER|287|43044|289
514||||ALLEN LU|800-254-5863|V|44040|HOUSTON|158|SHERMAN|300|42908|300
515||||BARTON L|830-522-3161|V|44040|HOUSTON|158|HOUSTON|0||0
516||||VITAL TR|330-983-9962|V|44040|HOUSTON|158|FT HOOD|185|15000|194
517|$1.89|$475.00||TOTAL QU|800-580-3101|VR|44040|HOUSTON|158|HOUSTON|0||0
518||||J B HUNT|866-940-6033|V|44040|HOUSTON|158|GRAND PRAIRIE|247|43000|251
519||||RED RIVE|817-697-4310|VR|44040|HOUSTON|158|HOUSTON|0|21657|0
520||||STRONGHO|888-963-9299|V|DAILY|HOUSTON|158|ROCKWALL|256|42000|260
521||||USA TRUC|972-677-6171|V|44040|HUTCHINS|194|DENTON|278|40959|51
522||||UNITED V|877-318-2633|VR|44040|KATY|139|AUSTIN|158|43375|160
523||||UNITED V|877-318-2633|VR|44040|KATY|139|BEE CAVE|168|43375|182
524||||XPO LOGI|800-397-7305|V|44040|LA PORTE|183|SUNNYVALE|241|38000|270
525||||TRINITY|800-315-1407|V|44040|LA PORTE|183|AUSTIN|158|43500|188
526||||TRINITY|800-315-1407|V|44040|LA PORTE|183|COPPELL|259|43000|285
527||||SUMMIT E|877-633-1560|V|44040|LA PORTE|183|FORT WORTH|260|40000|284
528||||LIPSEY L|423-475-6468|V|44040|LA PORTE|183|ROANOKE|270|39043|295
529||||LIPSEY L|423-475-6468|V|44040|LA PORTE|183|ROANOKE|270|39043|295
530||||TANDEM L|512-388-9433|V|44040|LA VERNIA|71|FORNEY|239|40000|300
531||||LOGISTIC|716-277-0324|V|44040|LA WARD|145|PASADENA|13|39407|114
532|$6.76|$250.00||ROAR LOG|716-775-6208|VR|44040|LANCASTER|182|DAYTON|40|44000|264
533||||ROAR LOG|716-775-6208|VR|44040|LANCASTER|182|DAYTON|40|44000|264
534||||PLS LOGI|888-385-2210|V|44040|LANCASTER|182|TYLER|197||100
535||||ALL AMER|314-835-9499|V|44040|LAPORTE|184|ROUND ROCK|160|44000|193
536||||C H ROBI|833-428-5247|VR|44040|LOLITA|145|SEGUIN|160|24995|113
537||||PRIORITY|570-674-4698|V|44040|MEXIA|136|WAXAHACHIE|217|44000|66
538||||PLS LOGI|724-814-5858|V|44040|MIDLOTHIAN|180|LEWISVILLE|261||48
539||||PLS LOGI|724-814-5858|V|44040|MIDLOTHIAN|180|LEWISVILLE|261||48
540|$2.48|$600.00||ACTION E|773-832-8600|VF|44040|MILLSAP|197|BEAUMONT|86|40000|347
541||||ACTION E|773-832-8600|VF|44040|MILLSAP|197|HOUSTON|0|40000|304
542||||ONLINE L|800-476-7977|VF|44040|MILLSAP|192|MCQUEENEY|163|46000|247
543||||TRI-STAT|843-407-7919|FSDV|44040|MILLSAP|197|BEAUMONT|86||347
544|$3.13|$250.00||TRINITY|806-722-0500|VF|44040|MILLSAP|197|BEAUMONT|86|45000|347
545|$2.79|$550.00||TRINITY|800-210-3000|V|44040|MISSOURI CITY|161|DALLAS|241|40000|257
546||||TRINITY|800-210-3000|VA|44040|MISSOURI CITY|161|BRASHEAR|250|40000|284
547|$1.97|$400.00||BNSF LOG|844-797-8188|VR|44040|MISSOURI CITY|161|HOUSTON|0||17
548|$6.04|$308.00||BNSF LOG|844-797-8188|VR|44040|MISSOURI CITY|161|HOUSTON|0||17
549||||C H ROBI|833-428-5247|V|44040|ODEM|173|SAN ANTONIO|197|40000|132
550|$3.08|$600.00||ATLANTIC|800-613-2280|V|44040|PASADENA|171|GRAPEVINE|259|23929|274
551||||TOTAL QU|800-580-3101|VR|44040|PASADENA|171|LAKE JACKSON|52|20000|71
552||||TOTAL QU|800-580-3101|V|44040|PASADENA|171|SAN ANTONIO|195||211
553||||TOTAL QU|800-580-3101|VR|44040|PASADENA|171|HOUSTON|12||15
554|$1.52|$375.00||LANDSTAR|479-435-7315|V|44040|PASADENA|171|BEN WHEELER|205|43500|227
555|$2.26|$600.00||COYOTE L|773-799-2118|V|44040|SAGINAW|195|HOUSTON|0|2466|271
556||||INTEGRA|281-227-8888|V|44040|SAN ANTONIO|77|FORNEY|239|44000|294
557||||BAT LOGI|712-256-7260|V|44040|SAN ANTONIO|77|PASADENA|13|44000|210
558||||TRACK LO|615-334-1195|VR|44040|SAN ANTONIO|77|MARSHALL|218|6500|367
559||||TOTAL QU|800-580-3101|V|44040|SAN ANTONIO|77|HOUSTON|0|10000|196
560||||TOTAL QU|800-580-3101|V|44040|SAN ANTONIO|77|ROSENBERG|30|10000|175
561||||DSF LOGI|205-920-1234|V|44040|SAN ANTONIO|77|FT WORTH|260|15000|265
562||||TOTAL QU|800-580-3101|V|44040|SAN MARCOS|30|SUGAR LAND|17|10000|157
563||||PRECISIO|814-827-0613|VR|44040|SEABROOK|186|CORSICANA|176|44640|214
564|$3.42|$400.00||KING OF|316-530-5111|V|44040|SEALY|111|SAN ANTONIO|195|6400|149
565||||TOTAL QU|800-580-3101|VR|44040|SEGUIN|52|WEST ORANGE|111|40000|268
566||$200.00||UNIVERSA|615-815-3438|V|44040|SEGUIN|52|LONGVIEW|208|40000|324
567||||KING OF|316-413-8706|V|44040|SEGUIN|52|SAN ANTONIO|195|40000|36
568||||GLOBAL H|210-349-4600|V|44040|SEGUIN|52|DALLAS|241|45000|247
569||||ARNOLD T|469-329-5700|VR|44040|SEGUIN|52|JUNCTION|298||148
570||||LANDSTAR|214-817-1377|V|44040|SUGAR LAND|152|SAN ANTONIO|195||190
571||||XPO LOGI|800-397-7305|V|44040|TAYLOR|32|FORNEY|239|43000|189
572|$2.66|$1,203.00||THIRD CO|512-382-4052|V|44040|TEMPLE|67|SWEENY|62|15000|195
573||||TANDEM L|512-388-9433|V|44040|VON ORMY|91|MISSOURI CITY|20|35000|209
574||||KTI INC|612-256-2991|V|44040|WACO|101|WALLER|40||144
575||||AXLE LOG|888-500-1699|V|44040|WALLER|120|CARROLLTON|256|16211|237
576||||PROPAK L|407-730-9223|V|44040|WEATHERFORD|190|SEABROOK|29|25000|318
577|$2.89|$700.00||US XPRES|312-660-2222|V|44040|WILMER|181|KATY|22|9132|243
578|$2.39|$500.00||COYOTE L|773-799-2118|V|44040|BRADY|88|LANCASTER|230|42000|209
579||||ADDTRAN|800-745-1579|V|44040|SWEETWATER|49|LA PORTE|25|44800|474
580||||XPO LOGI|855-744-7976|V|44040|BORGER|48|HUTCHINS|231|42851|387
581||||XPO LOGI|855-744-7976|V|44040|BORGER|48|HUTCHINS|231|42851|387
582|$1.38|$600.00||MID AMER|636-226-4770|VR|44040|DAWN|36|LAMPASAS|203||434
