Vehicle|ShipmentId|Backhaul Origin|Backhaul Destination||MatchId|ShipperName|ShipperContact|Match Origin|Match Destination|Inc. miles|Inc. Minutes|Benefit|||Inc Miles|Inc Minutes|Benefit
veh-25647124|||||||||||||||||
veh-25647124|||||||||||||||||
veh-25647124|||||||||||||||||
veh-25647128|||||||||||||||||
veh-25647128|||||||||||||||||
veh-25647128|||||||||||||||||
veh-25647128|||||||||||||||||
veh-25647128|||||||||||||||||
veh-25647130|||||||||||||||||
veh-25647130|||||||||||||||||
veh-25647130|||||||||||||||||
veh-25647130|||||||||||||||||
veh-25647130|||||||||||||||||
veh-25647132|25647132|HOUSTON, TX|FORT WORTH, TX||25647132-140|C H ROBI|833-428-5247|FORT WORTH, TX|HOUSTON, TX|26.8383312413785|158|598.296102468507|||||
veh-25647132|||||||||||||||||
veh-25647132|||||||||||||||||
veh-25647132|||||||||||||||||
veh-25647132|||||||||||||||||
veh-25647133|||||||||||||||||
veh-25647133|||||||||||||||||
veh-25647133|||||||||||||||||
veh-25647133|||||||||||||||||
veh-25647133|||||||||||||||||
veh-25647134|||||||||||||||||
veh-25647134|||||||||||||||||
veh-25647134|||||||||||||||||
veh-25647134|||||||||||||||||
veh-25647134|||||||||||||||||
veh-25647135|||||||||||||||||
veh-25647135|||||||||||||||||
veh-25647135|||||||||||||||||
veh-25647135|||||||||||||||||
veh-25647135|||||||||||||||||
veh-25647136|||||||||||||||||
veh-25647136|||||||||||||||||
veh-25647136|||||||||||||||||
veh-25647136|||||||||||||||||
veh-25647136|||||||||||||||||
veh-25647142|||||||||||||||||
veh-25647142|||||||||||||||||
veh-25647142|||||||||||||||||
veh-25647142|||||||||||||||||
veh-25647142|||||||||||||||||
veh-25647143|||||||||||||||||
veh-25647143|||||||||||||||||
veh-25647143|||||||||||||||||
veh-25647143|||||||||||||||||
veh-25647143|||||||||||||||||
veh-25647145|||||||||||||||||
veh-25647145|||||||||||||||||
veh-25647145|||||||||||||||||
veh-25647145|||||||||||||||||
veh-25647145|||||||||||||||||
veh-25647146|25647146|HOUSTON, TX|FORT WORTH, TX||25647146-137|HUB HIGH|412-787-6210|FLOWER MOUND, TX|HOUSTON, TX|57.0165409422496|192|561.488481688146|||||
veh-25647146|||||||||||||||||
veh-25647146|||||||||||||||||
veh-25647146|||||||||||||||||
veh-25647146|||||||||||||||||
veh-25647147|25647147|HOUSTON, TX|FORT WORTH, TX||25647147-142|XTEND TM|651-894-7686|FORT WORTH, TX|HOUSTON, TX|26.8383312413785|158|566.296102468507|||||
veh-25647147|||||||||||||||||
veh-25647147|||||||||||||||||
veh-25647147|||||||||||||||||
veh-25647147|||||||||||||||||
veh-25647148|25647148|HOUSTON, TX|LAKE CHARLES, LA||25647148-63|DJM LOGI|773-649-3286|BAYTOWN, TX|HOUSTON, TX|16.3091702188475|151|371.025845808427|||||
veh-25647148|||||||||||||||||
veh-25647148|||||||||||||||||
veh-25647148|||||||||||||||||
veh-25647148|||||||||||||||||
veh-25647149|||||||||||||||||
veh-25647149|||||||||||||||||
veh-25647149|||||||||||||||||
veh-25647149|||||||||||||||||
veh-25647149|||||||||||||||||
veh-25647150|||||||||||||||||
veh-25647150|||||||||||||||||
veh-25647150|||||||||||||||||
veh-25647150|||||||||||||||||
veh-25647150|||||||||||||||||
veh-25647151|||||||||||||||||
veh-25647151|||||||||||||||||
veh-25647151|||||||||||||||||
veh-25647151|||||||||||||||||
veh-25647151|||||||||||||||||
veh-25647155|||||||||||||||||
veh-25647155|||||||||||||||||
veh-25647155|||||||||||||||||
veh-25647155|||||||||||||||||
veh-25647155|||||||||||||||||
veh-25647156|25647156|HOUSTON, TX|FORT WORTH, TX||25647156-31|ROAR LOG|716-775-6208|FORT WORTH, TX|BROOKSHIRE, TX|37.3227534268706|165|565.619150956293|||||
veh-25647156|25647156|HOUSTON, TX|FORT WORTH, TX||25647156-22|PEPSI LO|888-752-4669|ARLINGTON, TX|BROOKSHIRE, TX|37.7651708153653|170|499.450431771202|||||
veh-25647156|||||||||||||||||
veh-25647156|||||||||||||||||
veh-25647156|||||||||||||||||
veh-25647157|25647157|HOUSTON, TX|FORT WORTH, TX||25647157-30|ROAR LOG|716-775-6208|FORT WORTH, TX|BROOKSHIRE, TX|37.3227534268706|165|565.619150956293|||||
veh-25647157|25647157|HOUSTON, TX|FORT WORTH, TX||25647157-20|C H ROBI|833-428-5247|CLEBURNE, TX|BRENHAM, TX|29.5680216734811|177|553.817734425292|||||
veh-25647157|||||||||||||||||
veh-25647157|||||||||||||||||
veh-25647157|||||||||||||||||
veh-25647160|25647160|HOUSTON, TX|CORPUS CHRISTI, TX||25647160-85|RYAN TRA|888-492-8107|CORPUS CHRISTI, TX|HOUSTON, TX|9.62444231796886|140|584.53649139813|||||
veh-25647160|||||||||||||||||
veh-25647160|||||||||||||||||
veh-25647160|||||||||||||||||
veh-25647160|||||||||||||||||
veh-25647161|||||||||||||||||
veh-25647161|||||||||||||||||
veh-25647161|||||||||||||||||
veh-25647161|||||||||||||||||
veh-25647161|||||||||||||||||
veh-25647170|||||||||||||||||
veh-25647170|||||||||||||||||
veh-25647170|||||||||||||||||
veh-25647170|||||||||||||||||
veh-25647170|||||||||||||||||
veh-25647242|25647242|HOUSTON, TX|AUSTIN, TX||25647242-52|CANALE T|864-707-1885|BRYAN, TX|GALVESTON, TX|135.24177613183|260|179.788037497774|||||
veh-25647242|||||||||||||||||
veh-25647242|||||||||||||||||
veh-25647242|||||||||||||||||
veh-25647242|||||||||||||||||
