_id_|RATE PER MILE|RATE POSTED|MARKET RATE|SHIPPER NAME|SHIPPER CONTACT NUMBER|EQUIPMENT TYPE|PICKUP DATE|ORIGIN CITY|DIST FROM ORIGIN|DEST CITY|DISTANCE FROM DESTINATION|WEIGHT|MILES
270||||RYAN TRA|888-492-3628|VR|Jul-22|HOUSTON|158|SAN ANTONIO|195|44565 |197
271|$3.03|$500||FITZMARK|317-475-0960|V|DAILY|HOUSTON|158|SAN MARCOS|175||165
272||||STRONGHO|888-963-9299|V|DAILY|HOUSTON|158|ROCKWALL|256|42000 |260
273|$2.89|$700||TALLGRAS|913-721-0079|V|DAILY|HOUSTON|158|SHREVEPORT|232|42000 |242
274||||COYOTE L|773-799-2118|V|Jul-22|HUMBLE|164|HODGE|289|45000 |266
275|$1.80|$500||J H ROSE|956-217-5263|V|Jul-22|HURST|199|SAN ANTONIO|195||278
276|$3.69|$325||SUPPLY C|512-442-9959|V|Jul-22|HUTCHINS|194|MINERAL WELLS|297||88
277||||WJW ASSO|469-481-2802|V|Jul-22|HUTCHINS|194|LONGVIEW|208|43158 |124
278||||BNSF LOG|866-622-9910|V|Jul-22|HUTCHINS|194|DAYTON|40|41217 |258
279||||STORD FR|417-887-1179|V|Jul-22|KATY|139|LONGVIEW|208|11358 |236
280|$2.80|$450||J H ROSE|956-217-5263|V|Jul-22|KILLEEN|66|IRVING|253||161
281||||C H ROBI|833-428-5247|VR|Jul-22|LA PORTE|183|PALESTINE|150|45200 |190
282||||NT LOGIS|469-362-5050|VR|Jul-22|LA PORTE|183|FT WORTH|260||284
283||||LOGISTIC|716-200-0866|V|Jul-22|LA WARD|145|FARMERS BRANCH|249|43000 |358
284|$3.52|$1,000||COYOTE L|773-799-2118|V|Jul-22|LANCASTER|182|GALVESTON|50|10000 |284
285|$2.56|$600||KNIGHT -|800-477-8025|V|Jul-22|LANCASTER|182|HOUSTON|12|20323 |234
286||||ROAR LOG|716-775-6208|VR|Jul-22|LANCASTER|182|TOMBALL|30|44000 |217
287||||LOGISTIC|716-200-0866|V|Jul-22|LOLITA|145|DALLAS|241|42000 |310
288|$2.68|$850||DRAKE TR|501-422-0810|V|Jul-22|LOLITA|145|MESQUITE|238||317
289||||CALIFORN|866-225-5808|VR|Jul-22|LOLITA|145|DALLAS|241||310
290||||WORLDWID|888-956-7447|V|Jul-22|MARBLE FALLS|49|SAN ANTONIO|195|4000 |86
291||||BECKER L|630-529-0700|V|Jul-22|MESQUITE|199|CONROE|39|45000 |203
292||||RAPID TR|615-867-9902|VF|Jul-22|MILLSAP|197|LONGVIEW|208|44000 |205
293||||ONLINE L|800-476-7977|VF|Jul-22|MILLSAP|192|AUSTIN|158|46000 |194
294||||ONLINE L|800-476-7977|VF|Jul-22|MILLSAP|192|ROUND ROCK|160|46000 |183
295||||ONLINE L|800-476-7977|VF|Jul-22|MILLSAP|192|LONGVIEW|208|46000 |205
296||||TRINITY|806-722-0500|VF|Jul-22|MILLSAP|197|MCQUEENEY|163|45000 |247
297||||BEDROCK|469-238-0320|V|Jul-22|MINERAL WELLS|194|KILGORE|199|25000 |199
298||||BNSF LOG|844-797-8188|VR|Jul-22|MISSOURI CITY|161|LAFAYETTE|218||234
299||||XPO LOGI|800-397-7305|V|Jul-22|NEW BRAUNFELS|50|FORNEY|239|44000 |264
300||||XPO LOGI|855-744-7976|V|Jul-22|PASADENA|171|SAN ANTONIO|195|45238 |211
301|$2.26|$600||MID AMER|636-226-4770|V|Jul-22|PASADENA|171|BATON ROUGE|277||265
302|$2.54|$450||TA SERVI|888-502-8639|V|Jul-22|PASADENA|171|MEXIA|162|44500 |177
303||||C H ROBI|833-428-5247|V|Jul-22|PASADENA|171|MOUNT PLEASANT|256|44996 |267
304||||ST FREIG|920-686-8200|VR|Jul-22|PASADENA|171|BATON ROUGE|277|45030 |265
305||||KTI INC|612-256-2991|V|Jul-22|PEARLAND|174|FORNEY|239||274
306||||BAT LOGI|712-256-7260|VR|Jul-22|ROUND ROCK|20|CARROLLTON|256|20000 |192
307||||ASCENT G|800-572-6267|V|Jul-22|SAGINAW|195|VICTORIA|121|46530 |298
308||||EDGE LOG|312-319-4766|VR|Jul-22|SAN ANTONIO|77|SAN ANTONIO|195|45379 |0
309||||PLS LOGI|314-768-9360|V|Jul-22|SAN ANTONIO|79|SHREVEPORT|237||395
310|$1.87|$550||INTEGRA|281-227-8888|V|Jul-22|SAN ANTONIO|77|FORNEY|239|44000 |294
311|$0.77|$150||GLOBAL H|210-349-4600|VR|Jul-22|SAN ANTONIO|77|HOUSTON|0|2250 |196
312||||BARTON L|830-522-3161|V|Jul-22|SAN ANTONIO|77|PEARLAND|18||212
313||||XPO LOGI|800-397-7305|V|Jul-22|SAN ANTONIO|77|FORNEY|239|44000 |294
314||||XPO LOGI|800-397-7305|V|Jul-22|SAN ANTONIO|77|FORNEY|239|44000 |294
315||||XPO LOGI|800-397-7305|V|Jul-22|SAN ANTONIO|77|FORNEY|239|44000 |294
316|$2.08|$1,000||KNIGHT -|800-477-8025|V|Jul-22|SAN ANTONIO|76|HODGE|289|45000 |481
317|$2.08|$1,000||KNIGHT -|800-477-8025|V|Jul-22|SAN ANTONIO|76|HODGE|289|45000 |481
318||||C H ROBI|833-428-5247|V|Jul-22|SAN ANTONIO|77|CAMPTI|257|43500 |424
319|$2.55|$500||J H ROSE|956-217-5263|V|Jul-22|SAN ANTONIO|77|HOUSTON|0||196
320||||XPO LOGI|800-397-7305|V|Jul-22|SAN ANTONIO|77|FORNEY|239|44000 |294
321|$1.87|$525||JJT LOGI|531-365-3555|V|Jul-22|SAN ANTONIO|77|IRVING|253||281
322|$2.40|$805||USA TRUC|972-677-6171|VR|Jul-22|SAN ANTONIO|77|SHERMAN|300|41113 |336
323||||C H ROBI|833-428-5247|V|Jul-22|SAN ANTONIO|77|CAMPTI|257|43500 |424
324||||C H ROBI|833-428-5247|V|Jul-22|SAN ANTONIO|77|CAMPTI|257|43500 |424
325||||C H ROBI|833-428-5247|V|Jul-22|SAN ANTONIO|77|CAMPTI|257|43500 |424
326||||C H ROBI|833-428-5247|V|Jul-22|SAN ANTONIO|77|CAMPTI|257|43500 |424
327||||C H ROBI|833-428-5247|V|Jul-22|SAN ANTONIO|77|CAMPTI|257|43500 |424
328||||C H ROBI|833-428-5247|V|Jul-22|SAN ANTONIO|77|CAMPTI|257|43500 |424
329||||C H ROBI|833-428-5247|V|Jul-22|SAN ANTONIO|77|CAMPTI|257|43500 |424
330||||C H ROBI|833-428-5247|V|Jul-22|SAN ANTONIO|77|CAMPTI|257|43500 |424
331||||C H ROBI|833-428-5247|V|Jul-22|SAN ANTONIO|77|CAMPTI|257|43500 |424
332||||C H ROBI|833-428-5247|V|Jul-22|SAN ANTONIO|77|CAMPTI|257|43500 |424
333||||C H ROBI|833-428-5247|V|Jul-22|SAN ANTONIO|77|CAMPTI|257|43500 |424
334|$2.04|$400||LOGISTIC|716-308-6118|V|Jul-22|SAN ANTONIO|77|HOUSTON|0|43000 |196
335||||PLS LOGI|469-513-4854|V|Jul-22|SAN SABA|104|EUNICE|200||456
336|$1.26|$400||BROWN TR|469-633-1753|V|Jul-22|SEALY|111|BATON ROUGE|277|4120 |318
337|$2.23|$550||GLOBAL H|210-349-4600|V|Jul-22|SEGUIN|52|DALLAS|241|45000 |247
338|$2.13|$525||JJT LOGI|531-365-3555|V|Jul-22|SEGUIN|52|DALLAS|241||247
339|$2.21|$525||JJT LOGI|531-365-3555|V|Jul-22|SEGUIN|52|FT WORTH|260||238
340|$3.19|$450||TA SERVI|888-502-8639|V|Jul-22|SPRING|149|MEXIA|162|44500 |141
341|$1.94|$600||AMERITRA|817-508-7024|V|Jul-22|SUGAR LAND|152|SANGER|287|25000 |309
342|$2.21|$374||RT & T L|815-261-1217|V|Jul-22|TAYLOR|32|DALLAS|241|44687 |169
343||||TRINITYE|972-317-8911|VA|Jul-22|TEMPLE|67|SAN ANTONIO|195|15000 |146
344|$2.73|$500||D & L TR|682-888-4588|V|Jul-22|TOMBALL|139|WACO|181|44500 |183
345||||LOGISTIC|716-200-0866|V|Jul-22|VICTORIA|121|DALLAS|241|42000 |300
346||||TANDEM L|512-388-9433|V|Jul-22|VON ORMY|91|WEATHERFORD|278|35000 |308
347||||XPO LOGI|855-744-7976|V|Jul-22|WACO|101|DESOTO|230||83
348||||COYOTE L|773-799-2118|VR|Jul-22|WACO|101|BATON ROUGE|277|43335 |453
349||||FREIGHT|662-432-4300|V|Jul-22|WACO|101|FORNEY|239|42000 |116
350|$2.37|$650||POLARIS|832-699-3297|V|Jul-22|WALLER|120|SHREVEPORT|232|43000 |274
351|$1.68|$500||AMINO TR|972-330-2804|V|Jul-22|WEATHERFORD|190|HOMER|285|20500 |297
352|$1.68|$500||AMINO TR|972-905-1391|V|Jul-22|WEATHERFORD|190|HOMER|285|20500 |297
353||||MOX LOGI|305-282-3330|V|Jul-22|WILMER|181|SEALY|47|38094 |222
354||||MOX LOGI|305-282-3330|V|Jul-22|WILMER|181|PALESTINE|150|38100 |96
355|$3.50|$451||US XPRES|312-660-2222|V|Jul-22|WILMER|181|LONGVIEW|208|44482 |129
356|$2.26|$501||US XPRES|312-660-2222|V|Jul-22|WILMER|181|HOUSTON|0|29605 |222
357||||USA TRUC|972-677-6171|V|Jul-22|WILMER|181|NEW BRAUNFELS|176|40725 |244
358|$2.36|$550||AMC FREI|915-600-5093|V|Jul-22|ABILENE|0|CORSICANA|176|44000 |233
359|$2.11|$475||RT & T L|815-261-1217|V|Jul-22|ALTUS|175|DALLAS|241|42657 |225
360||||C H ROBI|833-428-5247|V|Jul-22|ALVARADO|167|CARROLLTON|256|25000 |56
361||||DSV ROAD|307-684-2151|VR|Jul-22|AMARILLO|265|FORT WORTH|260|44000 |340
362||||PLS LOGI|469-513-4852|FV|Jul-22|AMARILLO|267|FORT WORTH|260||340
363|$1.76|$600||SUNTECK|904-875-4840|VRF|Jul-22|AMARILLO|265|FORT WORTH|260||340
364||||SUPPLY C|512-442-9959|V|Jul-22|AMARILLO|265|HUTCHINS|231||377
365|$1.21|$443||RT & T L|815-261-1217|V|Jul-22|AMARILLO|265|DALLAS|241|44959 |365
366||||C H ROBI|833-428-5247|V|Jul-22|ARDMORE|217|HOUSTON|0|44000 |347
367|$3.82|$500||COYOTE L|773-799-2118|V|Jul-22|ARLINGTON|162|TEMPLE|164|42797 |131
368|$2.80|$1,000||MAX TRAN|423-903-0757|V|Jul-22|ARLINGTON|162|LAKE CHARLES|147|15000 |357
369|$4.62|$600||RED RIVE|817-697-4310|VR|Jul-22|ARLINGTON|162|FLINT|190|9280 |130
370||||TANDEM L|512-388-9433|V|Jul-22|AUSTIN|214|HOUSTON|0|35000 |162
371|$3.06|$600||BLAKEMAN|817-509-9781|VA|Jul-22|AUSTIN|214|DALLAS|241|28500 |196
372||||SCHNEIDE|800-558-3957|V|Jul-22|AUSTIN|204|GEISMAR|290|43350 |455
373||||XPO LOGI|800-397-7305|V|Jul-22|AUSTIN|214|FORNEY|239|44000 |216
374||||AMERICAN|716-337-5000|VV|Jul-22|BALMORHEA|270|DENTON|278|43500 |468
375||||AMERICAN|716-337-5000|VV|Jul-22|BALMORHEA|50|DENTON|278|43500 |468
376||||FTS LOGI|877-362-0052|V|Jul-22|BIG SPRING|121|DALLAS|241||292
377||||LANDSTAR|919-935-0995|V|Jul-22|BROWNWOOD|76|WACO|181|43000 |122
378||||WORLDWID|888-956-7447|V|Jul-22|BURNET|169|BROOKSHIRE|35|12000 |184
379|$3.50|$500||BEST LOG|877-614-2176|V|Jul-22|CARROLLTON|185|TEMPLE|164|44000 |143
380||||C H ROBI|833-428-5247|V|Jul-22|CARROLLTON|185|BATON ROUGE|277|43395 |430
381||||C H ROBI|833-428-5247|V|Jul-22|CARROLLTON|185|BATON ROUGE|277|43315 |430
382||||LOGISTIC|214-770-3118|V|Jul-22|CARROLLTON|185|COLLEGE STATION|90|17000 |195
383||||LOGISTIC|214-770-3118|V|Jul-22|CARROLLTON|185|COLLEGE STATION|90|17000 |195
384||||C H ROBI|833-428-5247|V|Jul-22|CLEBURNE|158|BRENHAM|70|11505 |185
385|$2.21|$400||SCHOOLEX|8556873923|V|Jul-22|COLLEGE STATION|263|DALLAS|241|6000 |181
386||||WORLDWID|888-956-7447|V|Jul-22|COPPELL|169|HOUSTON|0|29827 |261
387||||BRIDGER|406-586-0648|V|Jul-22|COPPELL|169|HOUSTON|0|25000 |261
388||||BRIDGER|406-586-0648|VR|Jul-22|COPPELL|169|HOUSTON|0|25000 |261
389|$2.30|$600||CARGOBOT|305-749-5490|VR|Jul-22|COPPELL|169|HOUSTON|0||261
390|$15.48|$325||DFH TRAN|817-367-7001|V|Jul-22|COPPELL|169|ARLINGTON|251||21
391|$3.69|$550||DFH TRAN|817-367-7001|V|Jul-22|COPPELL|169|TEMPLE|164||149
392||||BNSF LOG|800-577-3878|V|Jul-22|CORSICANA|221|AUSTIN|158|36000 |177
393|$4.09|$450||AMINO TR|281-763-7403|V|Jul-22|CORSICANA|221|TEMPLE|164|40000 |110
394|$3.64|$400||AMINO TR|281-763-7403|V|Jul-22|CORSICANA|221|TEMPLE|164|40000 |110
395||||MANDUJAN|432-940-9968|VV|Jul-22|COYANOSA|230|HOUSTON|0||537
396||||MANDUJAN|432-940-9968|VV|Jul-22|COYANOSA|31|HOUSTON|0||537
397||||TANDEM L|512-388-9433|V|Jul-22|CREEDMOOR|228|FORNEY|239|45000 |234
398|$2.29|$550||COYOTE L|773-799-2118|V|Jul-22|DALLAS|183|HOUSTON|0|40000 |240
399||||INTERSTA|727-822-9999|VR|Jul-22|DALLAS|183|HOUSTON|0||240
400|$3.33|$800||A 2 Z TR|972-694-0004|VR|Jul-22|DALLAS|183|HOUSTON|0|30000 |240
401||||EDGE LOG|312-319-4766|V|Jul-22|DALLAS|183|BONHAM|295|22975 |71
402||||C H ROBI|833-428-5247|V|Jul-22|DALLAS|183|SAINT GABRIEL|285|36281 |430
403||||A 2 Z TR|972-694-0004|VR|Jul-22|DALLAS|183|HOUSTON|0|41000 |240
404|$2.50|$600||CARGOBOT|305-749-5490|VR|Jul-22|DALLAS|183|HOUSTON|0||240
405|$2.50|$600||RED RIVE|817-697-4310|V|Jul-22|DALLAS|183|HOUSTON|0|44000 |240
406||||SPARTAN|312-605-1657|VR|Jul-22|DALLAS|183|HOUSTON|0||240
407||||R & R EX|317-288-9820|V|Jul-22|DALLAS|183|BIG SANDY|219|8552 |104
408||||TRANSPLA|479-770-7921|V|Jul-22|DALLAS|183|TERRELL|242|42516 |34
409||||SCHNEIDE|800-558-3957|V|Jul-22|DALLAS|183|HOUSTON|12|42500 |246
410||||C H ROBI|833-428-5247|V|Jul-22|DALLAS|183|BATON ROUGE|277|44951 |417
411||||ABOUND L|813-320-0499|VR|Jul-22|DALLAS|183|HOUSTON|0|25000 |240
412|$2.50|$600||TA SERVI|317-419-5011|V|Jul-22|DALLAS|183|HOUSTON|0|40000 |240
413||||SCOTT LO|706-314-0500|V|Jul-22|DALLAS|183|SEALY|47|25000 |240
414||||REDWOOD|312-698-8109|V|Jul-22|DALLAS|183|SAN MARCOS|175||226
415||||SPARTAN|312-605-8600|VR|Jul-22|DALLAS|183|HOUSTON|0||240
416||||AMINO TR|817-440-2450|V|Jul-22|DALLAS|183|HOUSTON|0||240
417||||BNSF LOG|844-797-8188|VR|Jul-22|DALLAS|183|ALEXANDRIA|251||308
418||||PLS LOGI|813-518-4955|V|Jul-22|DALLAS|180|STAFFORD|14||258
419|$1.89|$450||RED RIVE|817-697-4310|V|Jul-22|DALLAS|183|HUMBLE|21|20000 |238
420|$3.39|$400||PROPAK L|615-647-6833|V|Jul-22|DALLAS|183|MOUNT PLEASANT|256|40000 |118
421|$3.39|$400||PROPAK L|615-647-6833|V|Jul-22|DALLAS|183|MOUNT PLEASANT|256|43000 |118
422|$2.08|$500||RED RIVE|817-697-4310|V|Jul-22|DALLAS|183|HOUSTON|0|26000 |240
423||||SCHNEIDE|800-558-3957|V|Jul-22|DALLAS|176|MOUNT VERNON|262|42000 |104
424||||SCHNEIDE|800-558-3957|V|Jul-22|DALLAS|176|MOUNT VERNON|262|42000 |104
425|$1.56|$675||MID AMER|636-226-4770|VR|Jul-22|DAWN|273|LAMPASAS|203||434
426||||COYOTE L|773-799-2118|V|Jul-22|DENTON|184|SHREVEPORT|232|40983 |225
427||||LINQ TRA|800-975-4813|VR|Jul-22|DENTON|184|HOUSTON|0|25000 |278
428||||LINQ TRA|800-975-4813|VR|Jul-22|DENTON|184|HOUSTON|0|25000 |278
429||||LINQ TRA|800-975-4813|VR|Jul-22|DENTON|184|HOUSTON|0|25000 |278
430||||LINQ TRA|800-975-4813|VR|Jul-22|DENTON|184|HOUSTON|0|25000 |278
431||||LINQ TRA|800-975-4813|VR|Jul-22|DENTON|184|HOUSTON|0|25000 |278
432||||LINQ TRA|800-975-4813|VR|Jul-22|DENTON|184|HOUSTON|0|25000 |278
433||||LINQ TRA|800-975-4813|VR|Jul-22|DENTON|184|HOUSTON|0|25000 |278
434||||LINQ TRA|800-975-4813|VR|Jul-22|DENTON|184|HOUSTON|0|25000 |278
435||||AMINO TR|817-440-2451|V|Jul-22|ENNIS|201|SHERMAN|300||97
436|$1.62|$1,000||PLS LOGI|724-814-5056|V|Jul-22|EUNICE|206|HOUSTON|0||616
437||||PLS LOGI|724-814-5056|V|Jul-22|EUNICE|206|HOUSTON|0||616
438||||C H ROBI|833-428-5247|V|Jul-22|FAIRFIELD|240|BASTROP|129|21333 |156
439||||LANDSTAR|210-640-2292|V|Jul-22|FLOWER MOUND|177|LONGVIEW|208|40000 |156
440|$3.44|$450||DJM LOGI|847-306-3557|VR|Jul-22|FORT WORTH|149|HAWKINS|226|21778 |131
441||||COYOTE L|773-799-2118|V|Jul-22|FORT WORTH|149|HOUSTON|0|42003 |261
442|$2.96|$717||CHOPTANK|800-568-2240|VR|Jul-22|FORT WORTH|149|SEALY|47|9175 |242
443|$2.75|$717||CHOPTANK|800-568-2240|VR|Jul-22|FORT WORTH|149|HOUSTON|0|40353 |261
444|$2.96|$717||CHOPTANK|800-568-2240|VR|Jul-22|FORT WORTH|149|SEALY|47|38195 |242
445|$2.30|$600||CARGOBOT|305-749-5490|VR|Jul-22|FORT WORTH|149|HOUSTON|0||261
446||||SCHNEIDE|800-558-3957|V|Jul-22|FORT WORTH|165|MISSOURI CITY|14|35000 |278
447||||PATHMARK|901-362-1555|VR|Jul-22|FORT WORTH|149|HOUSTON|0|43817 |261
448||||ROAR LOG|716-775-6208|VR|Jul-22|FORT WORTH|149|DAYTON|40||291
449||||RYAN TRA|844-908-9899|V|Jul-22|FORT WORTH|149|SHREVEPORT|232|40286 |223
450||||SCHNEIDE|800-558-3957|VV|Jul-22|FORT WORTH|149|ENNIS|205|44120 |61
451||||WESTERN|866-235-9327|V|Jul-22|FORT WORTH|149|MOUNT VERNON|262|32008 |138
452||||C H ROBI|833-428-5247|V|Jul-22|FORT WORTH|149|HOUSTON|0|39939 |261
453|$2.87|$750||TANAGER|210-314-6528|V|Jul-22|FT WORTH|149|HOUSTON|0||261
454||||AMERICAN|817-249-2990|V|Jul-22|FT WORTH|149|HOUSTON|0|10500 |261
455||||SCHNEIDE|800-558-3957|V|Jul-22|FT WORTH|154|LANCASTER|230|40662 |35
456||||HARTE-HA|800-234-4487|VR|Jul-22|GRAND PRAIRIE|169|HOUSTON|0|11028 |251
457||||C H ROBI|833-428-5247|V|Jul-22|GRAND PRAIRIE|169|OPELOUSAS|220|2790 |382
458||||EAGLE TR|678-331-1229|V|Jul-22|GRAPEVINE|169|DALLAS|241||22
459||||NT LOGIS|469-362-5050|VR|Jul-22|HAWKINS|275|AUSTIN|158||285
460|$2.40|$805||USA TRUC|972-677-6171|V|Jul-22|HAWKINS|275|DENHAM SPRINGS|285|42426 |335
461|$1.80|$500||J H ROSE|956-217-5263|V|Jul-22|HURST|162|SAN ANTONIO|195||278
462|$3.69|$325||SUPPLY C|512-442-9959|V|Jul-22|HUTCHINS|195|MINERAL WELLS|297||88
463||||WJW ASSO|469-481-2802|V|Jul-22|HUTCHINS|195|LONGVIEW|208|43158 |124
464||||BNSF LOG|866-622-9910|V|Jul-22|HUTCHINS|195|DAYTON|40|41217 |258
465||||NORFLEET|731-446-2863|VR|Jul-22|HYDRO|271|TERRELL|242||297
466||||XPO LOGI|855-744-7976|V|Jul-22|IRVING|176|HOUSTON|0|43910 |250
467|$2.80|$450||J H ROSE|956-217-5263|V|Jul-22|KILLEEN|176|IRVING|253||161
468||||FTS LOGI|877-362-0052|V|Jul-22|LEVELLAND|192|DALLAS|241||377
469|$173.33|$2,600||FLS TRAN|877-823-0036|V|Jul-22|LEWISVILLE|180|CARROLLTON|256||15
470||||C H ROBI|833-428-5247|V|Jul-22|LEWISVILLE|180|HOUSTON|0|30874 |262
471||||C H ROBI|833-428-5247|V|Jul-22|LEWISVILLE|180|HOUSTON|0|27031 |262
472||||TTS LLC|469-737-3971|V|Jul-22|LITTLEFIELD|198|GRAND PRAIRIE|247|43500 |371
473||||SUPPLY C|512-442-9959|V|Jul-22|LUBBOCK|162|HUTCHINS|231||353
474||||WORLDWID|888-956-7447|V|Jul-22|MARBLE FALLS|185|SAN ANTONIO|195|4000 |86
475||||LANDSTAR|972-362-1117|V|Jul-22|MCKINNEY|206|NEW IBERIA|238|44000 |438
476||||INSTICO|469-293-9549|V|Jul-22|MCKINNEY|206|BROWNWOOD|285|44000 |187
477||||BECKER L|630-529-0700|V|Jul-22|MESQUITE|191|CONROE|39|45000 |203
478|$2.29|$1,700||MOUNTAIN|817-552-1910|VR|Jul-22|MIDLAND|146|ABBEVILLE|226|38000 |741
479||||RAPID TR|615-867-9902|VF|Jul-22|MILLSAP|116|LONGVIEW|208|44000 |205
480||||ONLINE L|800-476-7977|VF|Jul-22|MILLSAP|111|AUSTIN|158|46000 |194
481||||ONLINE L|800-476-7977|VF|Jul-22|MILLSAP|111|ROUND ROCK|160|46000 |183
482||||ONLINE L|800-476-7977|VF|Jul-22|MILLSAP|111|LONGVIEW|208|46000 |205
483||||TRINITY|806-722-0500|VF|Jul-22|MILLSAP|116|MCQUEENEY|163|45000 |247
484||||BEDROCK|469-238-0320|V|Jul-22|MINERAL WELLS|109|KILGORE|199|25000 |199
485||||TTS LLC|972-924-9919|VR|Jul-22|MOUNT PLEASANT|297|SHREVEPORT|232|42500 |104
486||||ALLIED A|713-589-9499|V|Jul-22|MOUNT PLEASANT|297|HOUSTON|0||257
487||||XPO LOGI|800-397-7305|V|Jul-22|NEW BRAUNFELS|245|FORNEY|239|44000 |264
488||||WATCO SU|870-222-0033|V|Jul-22|NORMAN|272|BURLESON|247|43500 |201
489|$2.32|$475||RIVERSID|423-486-9459|V|Jul-22|OKLAHOMA CITY|278|DALLAS|241|45000 |205
490||||RYAN TRA|844-908-9898|V|Jul-22|OKLAHOMA CITY|278|ARLINGTON|251|7000 |211
491|$1.74|$650||SCOTT LO|706-314-0500|V|Jul-22|OKLAHOMA CITY|278|LUFKIN|121|13000 |373
492|$2.33|$700||LENK TRA|956-261-5464|V|Jul-22|OKLAHOMA CITY|278|TYLER|197||301
493||||GLOBALTR|423-718-2550|VR|Jul-22|OKLAHOMA CITY|278|TEMPLE|164||320
494||||HTS LOGI|904-660-2393|V|Jul-22|OKLAHOMA CITY|278|HOUSTON|0|25000 |444
495|$1.35|$600||VERTEX T|904-421-0980|V|Jul-22|OKLAHOMA CITY|278|HOUSTON|0|9159 |444
496|$1.58|$700||LOGISTIC|716-308-6118|V|Jul-22|OKLAHOMA CITY|278|HOUSTON|0|43000 |444
497||||REDWOOD|312-698-8300|V|Jul-22|OKLAHOMA CITY|278|CANYON LAKE|186||435
498|$2.13|$550||CANALE T|864-707-1885|VF|Jul-22|PADUCAH|116|DALLAS|241|43500 |258
499||||SCOTT LO|706-314-0500|V|Jul-22|PARIS|280|BROOKSHIRE|35|15000 |367
500||||EPES LOG|866-247-0691|V|Jul-22|PARIS|280|BROOKSHIRE|35|40783 |367
501||||PROPAK L|407-730-9223|V|Jul-22|PLAINVIEW|192|SAN ANTONIO|195|40000 |450
502||||SUPPLY C|512-442-9959|V|Jul-22|PLAINVIEW|192|HUTCHINS|231||0
503|$2.91|$550||KIRSCH T|531-213-2145|V|Jul-22|ROANOKE|167|BRYAN|105|19000 |189
504|$2.98|$1,100||KIRSCH T|531-213-2145|V|Jul-22|ROANOKE|167|SULPHUR|136|35000 |369
505|$3.85|$500||KIRSCH T|531-213-2145|V|Jul-22|ROANOKE|167|TYLER|197|18000 |130
506||||USA TRUC|972-677-6171|V|Jul-22|ROANOKE|167|FARMERS BRANCH|249|21097 |26
507||||BAT LOGI|712-256-7260|VR|Jul-22|ROUND ROCK|202|CARROLLTON|256|20000 |192
508||||ASCENT G|800-572-6267|V|Jul-22|SAGINAW|153|VICTORIA|121|46530 |298
509||||EDGE LOG|312-319-4766|VR|Jul-22|SAN ANTONIO|253|SAN ANTONIO|195|45379 |0
510||||PLS LOGI|314-768-9360|V|Jul-22|SAN ANTONIO|250|SHREVEPORT|237||395
511|$1.87|$550||INTEGRA|281-227-8888|V|Jul-22|SAN ANTONIO|253|FORNEY|239|44000 |294
512|$0.77|$150||GLOBAL H|210-349-4600|VR|Jul-22|SAN ANTONIO|253|HOUSTON|0|2250 |196
513||||BARTON L|830-522-3161|V|Jul-22|SAN ANTONIO|253|PEARLAND|18||212
514||||XPO LOGI|800-397-7305|V|Jul-22|SAN ANTONIO|253|FORNEY|239|44000 |294
515||||XPO LOGI|800-397-7305|V|Jul-22|SAN ANTONIO|253|FORNEY|239|44000 |294
516||||XPO LOGI|800-397-7305|V|Jul-22|SAN ANTONIO|253|FORNEY|239|44000 |294
517|$2.08|$1,000||KNIGHT -|800-477-8025|V|Jul-22|SAN ANTONIO|257|HODGE|289|45000 |481
518|$2.08|$1,000||KNIGHT -|800-477-8025|V|Jul-22|SAN ANTONIO|257|HODGE|289|45000 |481
519||||C H ROBI|833-428-5247|V|Jul-22|SAN ANTONIO|253|CAMPTI|257|43500 |424
520|$2.55|$500||J H ROSE|956-217-5263|V|Jul-22|SAN ANTONIO|253|HOUSTON|0||196
521||||XPO LOGI|800-397-7305|V|Jul-22|SAN ANTONIO|253|FORNEY|239|44000 |294
522|$1.87|$525||JJT LOGI|531-365-3555|V|Jul-22|SAN ANTONIO|253|IRVING|253||281
523|$2.40|$805||USA TRUC|972-677-6171|VR|Jul-22|SAN ANTONIO|253|SHERMAN|300|41113 |336
524||||C H ROBI|833-428-5247|V|Jul-22|SAN ANTONIO|253|CAMPTI|257|43500 |424
525||||C H ROBI|833-428-5247|V|Jul-22|SAN ANTONIO|253|CAMPTI|257|43500 |424
526||||C H ROBI|833-428-5247|V|Jul-22|SAN ANTONIO|253|CAMPTI|257|43500 |424
527||||C H ROBI|833-428-5247|V|Jul-22|SAN ANTONIO|253|CAMPTI|257|43500 |424
528||||C H ROBI|833-428-5247|V|Jul-22|SAN ANTONIO|253|CAMPTI|257|43500 |424
529||||C H ROBI|833-428-5247|V|Jul-22|SAN ANTONIO|253|CAMPTI|257|43500 |424
530||||C H ROBI|833-428-5247|V|Jul-22|SAN ANTONIO|253|CAMPTI|257|43500 |424
531||||C H ROBI|833-428-5247|V|Jul-22|SAN ANTONIO|253|CAMPTI|257|43500 |424
532||||C H ROBI|833-428-5247|V|Jul-22|SAN ANTONIO|253|CAMPTI|257|43500 |424
533||||C H ROBI|833-428-5247|V|Jul-22|SAN ANTONIO|253|CAMPTI|257|43500 |424
534||||C H ROBI|833-428-5247|V|Jul-22|SAN ANTONIO|253|CAMPTI|257|43500 |424
